chrom	window_start	sites_total	calls_AL101	calls_AL102	calls_AL103	calls_AL114	calls_AL119	calls_AL120	calls_AL121	calls_AL124	calls_AL125	calls_AL127	calls_AL129	calls_AL133	calls_AL134	calls_AL137	calls_AL138	calls_AL141	calls_AL142	calls_AL143	calls_AL146	calls_AL149	calls_AL153	calls_AL155	calls_AL156	calls_AL159	calls_AL160	calls_AL162	calls_AL166	calls_AL170	calls_AL173	calls_AL174	calls_AL175	calls_AL176	calls_AL177	calls_AL178	calls_AL180	calls_AL181	calls_AL182	calls_AL184	calls_AL185	calls_AL187	calls_AL189	calls_AL193	calls_AL196	calls_AL197	calls_AL199	calls_AL200	calls_AL201	calls_AL204	calls_AL207	calls_AL208	calls_AL209	calls_AL210	calls_AL213	calls_AL215	calls_AL216	calls_AL220	calls_AL223	calls_AL231	calls_AL238	calls_AL241	calls_AL242	calls_AL243	calls_AL244	calls_AL246	calls_AL254	calls_AL255	calls_AL256	calls_AL263	calls_AL266	calls_AL269	calls_AL272	calls_AL273	calls_AL274	calls_AL276	calls_AL278	calls_AL279	calls_AL283	calls_AL284	calls_AL288	calls_AL292	calls_AL300	calls_AL303	calls_AL304	calls_AL307	calls_AL309	calls_AL313	calls_AL32	calls_AL35	calls_AL75	calls_AL82	calls_AL86	calls_AL88	calls_AL91	calls_AL92	calls_AL95	calls_AL97	calls_AL99	calls_K1423	calls_K1461	calls_K1542	calls_K1544	calls_K1567	calls_K1579	calls_K1580	calls_K1583	calls_K1603	calls_K1606	calls_K1608	calls_K16100	calls_K1614	calls_K1617	calls_K1618	calls_K1623	calls_K1627	calls_K1632	calls_K1640	calls_K1650	calls_K1660	calls_K1663	calls_K1665	calls_K1669	calls_K1672	calls_K1680	calls_K1684	calls_K1693	calls_K1696	calls_K17007	calls_K17008	calls_K17010	calls_K17013	calls_K17014	calls_K17025	calls_K17028	calls_K17030	calls_K17032	calls_K17033	calls_K17034	calls_K17035	calls_K17037	calls_K17040	calls_K17042	calls_K17044	calls_K17045	calls_K17048	calls_K17052	calls_K17053	calls_K17056	calls_K17062	calls_K17064	calls_K17073	calls_K17077	calls_K17078	calls_K17081	calls_K17083	calls_K17087	calls_K17091	calls_K17094	calls_K17098	calls_K17099	calls_K17101	calls_K17102	calls_K17103	calls_K17104	calls_K17106	calls_K18010	calls_K18017	calls_K18019	calls_K18022	calls_K18034	calls_K18078	calls_K18083	calls_K18084	calls_K18091	calls_K19018	calls_K19019	hets_AL101	hets_AL102	hets_AL103	hets_AL114	hets_AL119	hets_AL120	hets_AL121	hets_AL124	hets_AL125	hets_AL127	hets_AL129	hets_AL133	hets_AL134	hets_AL137	hets_AL138	hets_AL141	hets_AL142	hets_AL143	hets_AL146	hets_AL149	hets_AL153	hets_AL155	hets_AL156	hets_AL159	hets_AL160	hets_AL162	hets_AL166	hets_AL170	hets_AL173	hets_AL174	hets_AL175	hets_AL176	hets_AL177	hets_AL178	hets_AL180	hets_AL181	hets_AL182	hets_AL184	hets_AL185	hets_AL187	hets_AL189	hets_AL193	hets_AL196	hets_AL197	hets_AL199	hets_AL200	hets_AL201	hets_AL204	hets_AL207	hets_AL208	hets_AL209	hets_AL210	hets_AL213	hets_AL215	hets_AL216	hets_AL220	hets_AL223	hets_AL231	hets_AL238	hets_AL241	hets_AL242	hets_AL243	hets_AL244	hets_AL246	hets_AL254	hets_AL255	hets_AL256	hets_AL263	hets_AL266	hets_AL269	hets_AL272	hets_AL273	hets_AL274	hets_AL276	hets_AL278	hets_AL279	hets_AL283	hets_AL284	hets_AL288	hets_AL292	hets_AL300	hets_AL303	hets_AL304	hets_AL307	hets_AL309	hets_AL313	hets_AL32	hets_AL35	hets_AL75	hets_AL82	hets_AL86	hets_AL88	hets_AL91	hets_AL92	hets_AL95	hets_AL97	hets_AL99	hets_K1423	hets_K1461	hets_K1542	hets_K1544	hets_K1567	hets_K1579	hets_K1580	hets_K1583	hets_K1603	hets_K1606	hets_K1608	hets_K16100	hets_K1614	hets_K1617	hets_K1618	hets_K1623	hets_K1627	hets_K1632	hets_K1640	hets_K1650	hets_K1660	hets_K1663	hets_K1665	hets_K1669	hets_K1672	hets_K1680	hets_K1684	hets_K1693	hets_K1696	hets_K17007	hets_K17008	hets_K17010	hets_K17013	hets_K17014	hets_K17025	hets_K17028	hets_K17030	hets_K17032	hets_K17033	hets_K17034	hets_K17035	hets_K17037	hets_K17040	hets_K17042	hets_K17044	hets_K17045	hets_K17048	hets_K17052	hets_K17053	hets_K17056	hets_K17062	hets_K17064	hets_K17073	hets_K17077	hets_K17078	hets_K17081	hets_K17083	hets_K17087	hets_K17091	hets_K17094	hets_K17098	hets_K17099	hets_K17101	hets_K17102	hets_K17103	hets_K17104	hets_K17106	hets_K18010	hets_K18017	hets_K18019	hets_K18022	hets_K18034	hets_K18078	hets_K18083	hets_K18084	hets_K18091	hets_K19018	hets_K19019
NC_063227.1	1	676296	675065	675768	675664	660871	673483	674678	673999	674786	672629	673221	675328	675226	108923	435062	671369	675578	669777	674446	675702	375232	325920	673803	402985	674259	672350	674537	673117	675139	648198	671942	673381	640347	663939	319923	673866	155163	674478	674014	674999	671566	674319	674181	674107	675076	673996	674550	673222	652136	673822	388336	673295	675211	673563	669745	674416	666971	502192	674846	671109	396535	459009	674706	663803	673693	675661	309620	379278	675473	674282	675427	675593	340893	675436	674879	373266	673265	675454	671822	675504	668050	673668	391421	489149	674494	674536	675799	675640	673634	675439	675107	675512	675336	675716	675950	675546	675423	675489	666273	665177	674485	668413	675702	674106	672245	675212	584750	672719	654935	632562	641960	674663	673192	418355	496244	673632	658589	668443	484264	580862	646753	673397	673272	674596	675958	670918	674800	674047	306150	675375	489073	673291	666195	674776	674616	671599	674585	674007	660543	674015	603674	674882	667548	675714	673698	673924	675210	629768	675203	672042	670873	674328	675086	675466	675437	674357	674897	620976	669070	674412	670562	666333	648231	673357	645389	672692	672938	665130	674030	594679	670218	665020	673548	634630	673398	664773	2	361	8	6	323	209	348	354	330	381	2	5	36	161	355	383	441	326	355	291	123	419	2	526	549	130	530	375	353	553	126	3	130	169	539	0	402	496	350	130	412	536	6	2	396	0	0	347	367	212	538	549	536	377	3	2	322	4	2	244	224	0	337	428	358	176	303	459	443	351	358	2	355	354	219	360	0	508	377	355	535	0	1	354	544	3	6	6	510	209	7	355	2	4	380	2	507	4	1	0	324	5	2	386	356	363	443	376	434	332	457	348	223	2	369	7	9	264	368	401	468	5	0	382	430	459	457	226	36	317	340	377	498	374	401	378	428	312	369	319	356	358	0	369	546	0	1	581	5	357	541	1	547	378	6	350	345	2	355	385	2	566	503	444	0	412	406	493	6	411	9	2	385	343	2
NC_063227.1	1000001	769494	768689	768961	769065	749629	766378	767810	766736	768307	767134	766924	753233	768712	109362	496357	765561	768786	762675	767599	768866	458053	389002	767595	513354	767192	765970	767373	767268	768080	740120	702161	766336	578670	752394	354845	767275	181960	767518	766783	767931	765530	767250	767278	767586	768222	767265	767775	766736	681898	766425	504228	766770	768578	767319	756646	767577	697565	566172	767790	765706	498554	573262	768456	750489	767452	768817	389654	494291	768427	767972	768417	768744	444339	768654	768009	474474	767241	768826	765884	768469	694472	767519	468777	577435	767491	767934	768985	768857	766951	768790	768771	769042	768743	768773	769038	766410	768775	768573	757941	761963	768226	758919	768927	767675	765583	768174	685958	766779	744907	699913	747694	768470	766640	497578	648138	767166	748573	764997	600480	695378	750073	767326	768164	768423	769173	765476	767830	767903	459854	768933	616008	767004	749592	768047	767424	763111	768092	767177	742071	767948	697501	768831	760274	768944	767507	768003	768649	723112	768442	766222	765644	767838	768453	768739	768284	768781	768190	696376	763919	768013	766987	759672	731857	767245	751622	766039	767795	755054	767131	700984	765287	762084	767266	695687	767255	758013	0	234	1	1	484	324	225	229	499	691	0	0	58	369	234	651	632	485	235	364	109	776	0	667	688	750	663	686	222	420	710	0	745	237	675	0	760	653	230	746	762	666	0	0	758	0	0	203	358	146	665	308	670	678	0	277	463	1	0	427	166	1	228	486	234	248	397	683	487	232	234	0	231	314	260	233	0	701	678	211	669	0	0	229	438	0	0	0	696	308	0	233	1	0	691	0	695	0	62	0	198	0	197	728	232	664	492	662	632	215	681	222	203	0	655	0	84	185	673	731	685	0	0	692	631	673	663	337	234	573	302	360	658	684	728	674	480	529	676	206	320	229	370	557	689	0	169	745	0	231	677	0	686	573	0	235	534	0	232	688	0	716	680	658	1	453	447	646	0	455	0	1	694	230	110
NC_063227.1	2000001	786316	785334	785700	785578	779359	782929	784608	783105	784665	784751	784488	778314	785482	73768	429360	783639	785296	779274	784476	785645	430199	281024	784665	477041	783984	784389	783732	783862	784707	772225	755488	783624	677878	781725	249889	783736	110269	784125	783909	784588	783329	784124	783971	783693	784780	783761	783666	783005	756564	783121	494747	782972	785417	783316	776263	784102	742275	584087	784996	783981	492546	603958	784826	770556	784313	785483	350665	509028	784982	784654	785217	785587	437120	785270	784759	453101	785282	785722	783779	785231	751440	783863	480216	622922	784255	784862	785499	785337	783437	785338	785459	785652	785289	785298	785908	784509	785553	784988	775351	778443	784912	776627	785494	784656	782905	785114	699268	784479	761700	724869	763009	785116	784435	505606	667437	784382	762962	780033	619043	713395	761023	784963	784760	785065	785774	781813	784617	784730	451314	785724	635345	783595	768928	784716	783961	782672	785104	784023	764015	784765	707353	785453	776303	785809	784600	785102	785332	735682	784879	783841	783546	784523	785176	785350	785136	784870	784526	711302	780005	784509	784238	775304	733219	784193	761900	782387	784042	770896	784653	717558	781561	779295	784135	732802	784013	776321	1	0	453	455	609	201	442	446	637	647	0	0	24	256	0	638	589	657	1	233	0	380	145	621	638	612	437	649	1	1	621	435	505	103	416	26	633	552	0	538	635	616	446	618	661	295	0	452	637	266	422	0	417	608	0	626	274	374	0	307	385	700	1	626	451	188	228	426	623	1	451	1	0	657	1	0	0	559	647	451	141	314	0	434	503	618	0	2	567	0	0	1	451	457	645	0	558	545	648	443	1	707	1	641	451	592	635	654	594	1	632	0	263	2	656	1	610	1	599	647	636	176	198	669	599	626	614	266	1	502	599	572	529	657	654	667	622	619	655	2	665	1	638	1	638	1	593	512	1	0	409	445	636	454	0	600	1	590	482	672	597	479	551	617	687	589	663	557	1	587	603	695	610	0	0
NC_063227.1	3000001	789544	788705	789023	788792	746037	786865	787927	786824	788031	786071	785646	747122	788295	85584	337450	784413	788330	783552	787719	788954	266261	252700	786748	319046	787559	785106	787593	787084	788157	739164	692343	786951	695744	738797	215022	787651	138677	787266	787380	787776	784471	787576	787534	787328	788138	787131	787594	786498	658937	786572	346333	787231	788696	787473	781666	787594	653222	406041	787454	783363	299486	497848	788193	759766	787793	788855	228337	381952	788609	788100	788210	788820	308245	788121	788425	297262	786369	788993	784660	788400	660757	787373	317883	541894	787639	788179	788986	788813	786436	788780	788395	789072	788693	788565	789205	784741	788945	788407	777603	778303	788345	779022	788991	785775	784670	788433	703346	786128	769678	723259	764507	788519	786078	520537	650869	787168	771675	785290	592311	708183	764629	786098	788248	788376	789194	784260	787779	787856	391746	789134	621736	787423	775766	788315	787720	777256	787758	787672	759742	788004	715783	788986	783044	789011	787859	786852	788707	742880	788754	785724	783541	787852	788541	788867	788578	788940	788266	720940	783988	788084	785688	779751	747413	787148	766961	785538	787473	777608	787871	712533	784209	782529	787557	706477	787651	775842	87	31	333	267	272	120	259	353	276	756	195	136	14	43	123	456	434	377	124	36	9	198	33	277	112	419	120	139	78	73	275	134	193	39	320	23	770	262	90	494	774	110	265	461	347	193	190	250	267	203	187	201	351	105	194	110	102	293	198	57	220	509	135	273	256	51	79	362	276	139	333	8	202	359	21	140	134	259	716	253	53	135	108	253	271	452	253	121	735	34	197	0	343	334	397	195	789	451	351	325	154	511	139	343	253	290	275	324	163	131	302	195	122	85	196	181	385	24	329	295	136	331	198	203	283	134	296	110	139	91	383	727	244	321	367	200	272	353	196	113	362	188	303	191	177	194	179	169	134	33	198	327	111	356	0	383	175	133	247	202	134	163	281	432	501	768	272	252	106	762	348	509	125	35	147
NC_063227.1	4000001	841732	841137	841195	841289	838258	838844	840311	839203	840178	840151	840064	840873	840292	57314	341851	839824	841020	836269	840208	841223	210438	194713	840508	279066	839769	839916	840055	839545	840577	831363	839728	839675	840946	837732	147188	839750	66818	839912	839709	840340	839716	839743	839680	839183	840265	839665	839961	838823	838221	838863	313014	839268	840976	839869	838670	839986	840749	468967	840575	839463	299065	512170	840599	834095	839100	840964	188657	318115	841094	839604	840666	841047	234088	840683	840459	283710	840392	841243	840067	840994	838789	839083	288436	602793	840314	840282	841231	841129	839462	841138	841224	841306	841225	841086	841413	841110	841045	841097	832463	823058	840038	834014	841112	841293	839510	840816	719032	840256	814395	802459	785933	839579	840422	426354	559657	840392	820377	834758	549295	719394	793027	840416	841434	839949	841411	837905	840075	839813	240382	841422	576527	838360	833286	840350	839503	839889	840905	839142	830022	839969	739598	841067	831537	841034	839806	840677	840739	776129	840738	838469	839156	840335	840587	840910	840675	841061	840341	794289	828749	839453	833222	828155	815170	840043	795410	836967	838419	825367	839267	727984	834067	823508	837522	818631	837822	829747	15	2	558	17	777	87	15	530	793	678	558	19	20	180	17	733	700	783	17	145	40	539	1	765	827	431	17	0	84	38	756	0	751	66	553	23	904	16	83	70	913	799	18	439	435	811	519	17	757	174	807	558	769	797	538	830	283	544	535	2	36	70	16	717	17	56	247	779	788	17	553	0	17	497	37	17	17	542	887	17	0	23	314	17	793	626	627	84	924	0	545	0	67	560	492	541	921	60	421	534	438	69	17	430	18	20	796	16	506	16	731	533	273	18	795	503	469	47	349	723	830	560	536	824	687	803	712	186	17	512	85	17	546	16	436	820	772	385	791	17	484	524	804	510	806	531	493	719	790	64	551	17	820	533	0	86	484	17	16	808	17	700	16	558	66	910	768	541	419	901	86	69	27	0	491
NC_063227.1	5000001	847166	846591	846872	846750	841884	844034	845882	844321	845680	845703	845786	846343	845909	50791	359385	845348	846370	841980	845863	846633	209276	202083	846204	272019	845429	845645	845780	844678	846059	837450	840573	845254	846286	842062	153996	845237	66911	845378	845319	845785	845365	845455	845257	844811	845943	845131	845487	844394	840668	843907	313439	844660	846384	845507	844161	845241	846470	463159	845686	845030	291779	543823	845941	840631	844839	846519	192439	342945	846509	845533	845953	846523	253273	846192	846007	264680	846214	846776	845346	846266	842771	844738	304309	628322	845789	845976	846803	846630	844812	846616	846638	846851	846514	846500	846813	846522	846709	846499	839284	834750	845489	839714	846530	846315	844672	846034	748542	845761	826954	816247	807779	845873	845931	468709	613007	845806	829802	841206	589139	749575	811255	845767	846498	845873	846815	843863	845325	845175	267216	846720	610837	843880	837268	845698	845043	844692	846333	844581	834299	845036	761843	846573	840240	846769	844894	846542	846100	794906	846419	844920	844955	845856	846132	846475	846366	846618	845382	802093	839251	845489	843747	837500	813955	845600	818433	843538	845241	836632	845232	758349	842514	837182	844435	818703	843988	838431	725	2	819	711	473	567	716	92	484	282	815	724	38	33	725	202	237	156	724	54	43	93	0	747	439	275	704	0	555	706	738	1	736	86	792	40	359	712	566	817	362	426	710	274	485	428	90	708	733	65	779	820	754	427	99	434	134	810	93	184	346	811	688	205	723	119	42	761	478	717	814	0	719	205	178	726	725	93	631	713	0	230	128	720	478	212	538	566	371	0	92	0	742	820	875	93	714	752	477	790	0	821	724	484	718	578	504	693	749	671	204	712	152	420	426	101	827	129	0	443	437	818	91	117	194	425	199	79	730	240	241	711	800	712	25	432	469	235	118	634	865	86	489	84	490	90	738	495	422	481	797	712	445	89	0	251	85	691	724	116	707	477	703	190	788	715	467	315	658	705	240	813	747	0	81
NC_063227.1	6000001	832810	832174	832177	832361	826624	830147	831088	830224	831258	831635	831805	813192	831579	57578	370536	830723	831817	826927	831357	832305	313531	233004	831943	358109	830850	831530	831172	830373	831502	822870	783039	830623	798264	824530	211659	830901	94799	830871	830832	831211	831083	831167	830830	830604	831477	830532	831074	829857	773451	830069	378242	830281	832028	830989	827495	830898	734789	499231	831049	830851	359721	555643	831588	806873	830656	832124	260780	423424	832069	831317	830853	832238	337703	831781	831690	352335	831932	832344	831189	831957	741638	830808	362346	599072	831153	831383	832296	832238	830242	832313	832131	832369	832149	831915	832432	830100	832052	832189	823237	822297	831517	823003	832161	830621	828486	831682	739302	830809	809226	781162	803601	831566	830314	546466	660422	831001	815212	827746	625938	740353	806438	831757	831467	831498	832482	827567	831312	830655	380529	832395	641566	829751	821356	831366	830483	826302	831162	830384	809075	831010	758193	832089	824906	832452	831045	831998	831734	784660	831999	829758	830530	831240	831743	831984	831848	832279	831360	767065	825817	830809	830112	822647	796140	830668	807110	828794	830505	817160	831288	747968	828045	823225	830346	779742	830321	821289	471	413	745	460	531	703	459	0	543	347	745	719	25	163	740	473	501	694	470	116	110	1	1	589	561	419	458	1	709	464	582	0	582	105	730	41	337	737	726	468	339	554	737	416	592	554	307	466	582	64	727	750	590	532	771	486	265	736	1	220	144	460	714	467	470	29	233	597	540	739	748	134	468	418	119	473	748	1	616	302	0	142	415	469	535	312	715	659	114	0	102	309	808	750	233	103	582	435	574	736	1	581	744	560	464	378	469	446	75	689	474	720	236	278	547	700	214	250	0	532	566	743	102	728	449	543	467	226	748	386	1	453	731	457	562	556	530	376	411	405	226	1	415	1	414	1	688	599	545	534	0	459	600	558	0	0	1	725	736	723	723	582	722	302	450	579	525	2	533	568	396	456	689	301	283
NC_063227.1	7000001	840678	839858	840321	840130	835500	837963	839257	838198	839165	838844	838142	838954	839564	74596	434625	837188	840274	835625	839264	840003	251317	260129	838730	312812	839004	838358	839163	838291	839294	825451	834205	838661	832244	834958	210231	839003	98106	838859	838728	839384	837758	838655	838673	838753	839580	838740	839116	838002	827738	837575	342971	838440	839963	839024	836410	839075	831582	522643	839422	837151	332243	520830	839489	828199	838048	840064	220617	339744	840069	838486	839510	840013	271361	839484	839412	316083	838918	840235	837468	839965	830373	838048	322902	585268	839229	839235	840152	840122	838235	840226	840013	840358	840111	840093	840275	839888	840081	839955	829206	816706	838983	830551	840183	838764	836711	839528	698389	838739	808182	793474	770168	838426	838178	390619	536709	838589	815374	833768	542576	692235	787333	839021	839494	838642	840364	836344	839274	838903	261848	840290	558820	837616	830241	839315	838806	836700	839221	838239	821295	838919	730658	839925	826950	839535	838611	839202	839549	768503	839939	836423	836999	839471	839335	839995	839707	840200	838875	772475	821772	838345	828964	823774	811982	838617	783394	836621	836233	820019	838140	707776	831549	819963	836697	806383	835310	828432	150	821	758	5	698	785	2	0	736	792	769	806	33	251	731	2	699	722	2	200	133	3	0	717	790	2	2	1	714	6	710	4	722	109	755	57	775	744	723	2	780	771	304	2	713	776	755	7	700	164	741	768	711	754	726	785	371	763	5	200	2	2	727	2	8	2	254	725	717	749	783	216	2	8	176	2	765	1	0	0	0	188	501	2	723	769	789	306	732	1	480	758	730	767	1	478	727	3	671	747	5	730	768	694	3	3	7	8	0	673	2	745	207	6	767	772	4	2	0	699	790	768	475	775	5	769	5	163	762	488	0	2	754	2	719	786	711	6	2	8	6	1	818	1	819	2	681	737	760	719	0	2	729	784	3	0	0	721	762	751	742	698	751	694	2	713	701	0	601	705	754	4	701	748	703
NC_063227.1	8000001	828870	828433	828459	828523	826103	826105	827580	826698	827000	827913	827683	827820	827437	56399	370308	827570	828032	824545	827475	828280	155411	202489	827653	206896	827238	827761	827635	826816	827768	821796	826373	827331	828412	825851	165792	827219	63887	826706	827146	827535	827551	826657	826881	826322	827835	826799	827215	826050	826571	826387	242981	826675	828346	827264	826989	827488	827502	440733	826966	827595	227801	426049	827464	818744	825806	828148	150517	240653	828358	826268	827495	828138	171815	827658	827788	229323	828238	828552	827586	828039	824510	826043	229906	511320	827654	827602	828442	828285	826546	828360	828415	828602	828234	828282	828600	828253	828295	828303	821280	803025	826987	821213	828301	827702	825592	827891	652179	827665	789278	778835	744610	825714	827131	362722	470846	826994	800410	821006	460590	638982	762350	828082	828050	826280	828644	824734	827271	826634	173920	828569	491523	824752	816170	827473	826793	826108	827878	826154	818845	826934	691858	828079	813515	828017	826407	828127	827633	743028	828248	824736	827185	827710	827669	828233	828041	828322	827068	760045	806226	826618	815680	808886	810238	826801	755342	823800	822398	808370	825674	659085	818572	803511	822988	798705	823756	817939	416	422	231	3	467	392	0	0	475	399	229	417	12	125	477	251	461	410	0	42	57	3	0	470	540	0	0	0	404	1	463	2	461	46	229	14	396	224	409	0	99	529	3	2	473	527	224	0	472	80	222	231	472	534	411	540	215	225	1	82	2	0	225	244	0	0	52	476	469	226	397	69	0	0	81	1	228	0	245	0	0	87	228	1	476	229	397	2	415	0	399	231	417	232	1	402	420	0	435	224	0	421	234	461	3	0	2	1	0	192	241	224	138	1	526	398	2	0	0	458	543	231	394	230	239	525	245	70	229	281	0	0	232	0	476	537	14	1	0	2	0	0	421	0	423	0	207	479	523	476	0	0	477	539	2	0	0	220	230	222	219	466	227	199	0	404	449	0	381	394	390	1	213	221	209
NC_063227.1	9000001	828355	827864	827994	828005	825798	825550	827168	825942	826987	826827	826921	827709	827291	65895	384053	826352	827843	823507	826909	827916	225862	216427	827170	280388	826657	826762	826963	826034	827237	819755	824856	826446	827882	826136	185688	826712	83191	826810	826748	826910	826363	826376	826729	826304	827208	826388	826816	825451	824037	825869	328835	826315	827777	826685	826079	826701	827410	480457	827226	825832	305986	511768	826990	821032	825825	827523	197228	331669	827726	826160	827250	827781	247477	827404	827275	291872	827195	828022	826319	827678	826370	825986	300281	593415	827034	827383	827957	827943	826102	827970	827914	828006	827929	827809	828098	827804	827910	827891	819490	804262	826592	821661	827849	827099	825304	827339	697187	826824	797437	790164	759218	826414	826548	445568	533051	826982	807230	821357	535520	689162	776501	827019	827680	826454	827970	824018	826856	826572	232844	827930	557189	825140	818050	827042	826787	825701	827612	825842	816084	826889	724134	827616	816536	827246	826422	827196	827199	762072	827651	825042	825768	827142	827296	827751	827433	827798	826703	774723	811787	826448	818209	811685	802416	826598	776417	823666	824475	812300	825439	703667	819564	808068	824312	800266	823588	817159	539	544	54	3	720	490	3	1	734	2	54	540	4	16	737	689	697	52	4	8	98	1	0	719	725	0	4	0	539	4	715	0	722	89	55	8	1	55	540	4	1	714	477	0	701	711	52	4	715	8	56	56	720	700	538	725	285	55	1	140	1	4	51	666	2	0	11	731	721	49	494	124	4	0	11	4	55	0	718	0	0	7	316	5	727	54	497	5	52	0	490	53	546	56	4	490	54	4	669	55	0	52	55	700	724	3	4	2	0	37	680	53	261	365	702	492	4	0	1	635	729	56	487	54	644	713	681	171	55	423	0	4	52	4	731	724	4	0	0	597	4	1	538	1	542	1	46	734	690	728	0	4	729	716	0	0	1	51	53	52	48	701	52	44	4	51	695	0	537	50	47	2	51	48	51
