chrom	window_start	sites_total	calls_AL101	calls_AL102	calls_AL103	calls_AL114	calls_AL119	calls_AL120	calls_AL121	calls_AL124	calls_AL125	calls_AL127	calls_AL129	calls_AL133	calls_AL134	calls_AL137	calls_AL138	calls_AL141	calls_AL142	calls_AL143	calls_AL146	calls_AL149	calls_AL153	calls_AL155	calls_AL156	calls_AL159	calls_AL160	calls_AL162	calls_AL166	calls_AL170	calls_AL173	calls_AL174	calls_AL175	calls_AL176	calls_AL177	calls_AL178	calls_AL180	calls_AL181	calls_AL182	calls_AL184	calls_AL185	calls_AL187	calls_AL189	calls_AL193	calls_AL196	calls_AL197	calls_AL199	calls_AL200	calls_AL201	calls_AL204	calls_AL207	calls_AL208	calls_AL209	calls_AL210	calls_AL213	calls_AL215	calls_AL216	calls_AL220	calls_AL223	calls_AL231	calls_AL238	calls_AL241	calls_AL242	calls_AL243	calls_AL244	calls_AL246	calls_AL254	calls_AL255	calls_AL256	calls_AL263	calls_AL266	calls_AL269	calls_AL272	calls_AL273	calls_AL274	calls_AL276	calls_AL278	calls_AL279	calls_AL283	calls_AL284	calls_AL288	calls_AL292	calls_AL300	calls_AL303	calls_AL304	calls_AL307	calls_AL309	calls_AL313	calls_AL32	calls_AL35	calls_AL75	calls_AL82	calls_AL86	calls_AL88	calls_AL91	calls_AL92	calls_AL95	calls_AL97	calls_AL99	calls_K1423	calls_K1461	calls_K1542	calls_K1544	calls_K1567	calls_K1579	calls_K1580	calls_K1583	calls_K1603	calls_K1606	calls_K1608	calls_K16100	calls_K1614	calls_K1617	calls_K1618	calls_K1623	calls_K1627	calls_K1632	calls_K1640	calls_K1650	calls_K1660	calls_K1663	calls_K1665	calls_K1669	calls_K1672	calls_K1680	calls_K1684	calls_K1693	calls_K1696	calls_K17007	calls_K17008	calls_K17010	calls_K17013	calls_K17014	calls_K17025	calls_K17028	calls_K17030	calls_K17032	calls_K17033	calls_K17034	calls_K17035	calls_K17037	calls_K17040	calls_K17042	calls_K17044	calls_K17045	calls_K17048	calls_K17052	calls_K17053	calls_K17056	calls_K17062	calls_K17064	calls_K17073	calls_K17077	calls_K17078	calls_K17081	calls_K17083	calls_K17087	calls_K17091	calls_K17094	calls_K17098	calls_K17099	calls_K17101	calls_K17102	calls_K17103	calls_K17104	calls_K17106	calls_K18010	calls_K18017	calls_K18019	calls_K18022	calls_K18034	calls_K18078	calls_K18083	calls_K18084	calls_K18091	calls_K19018	calls_K19019	hets_AL101	hets_AL102	hets_AL103	hets_AL114	hets_AL119	hets_AL120	hets_AL121	hets_AL124	hets_AL125	hets_AL127	hets_AL129	hets_AL133	hets_AL134	hets_AL137	hets_AL138	hets_AL141	hets_AL142	hets_AL143	hets_AL146	hets_AL149	hets_AL153	hets_AL155	hets_AL156	hets_AL159	hets_AL160	hets_AL162	hets_AL166	hets_AL170	hets_AL173	hets_AL174	hets_AL175	hets_AL176	hets_AL177	hets_AL178	hets_AL180	hets_AL181	hets_AL182	hets_AL184	hets_AL185	hets_AL187	hets_AL189	hets_AL193	hets_AL196	hets_AL197	hets_AL199	hets_AL200	hets_AL201	hets_AL204	hets_AL207	hets_AL208	hets_AL209	hets_AL210	hets_AL213	hets_AL215	hets_AL216	hets_AL220	hets_AL223	hets_AL231	hets_AL238	hets_AL241	hets_AL242	hets_AL243	hets_AL244	hets_AL246	hets_AL254	hets_AL255	hets_AL256	hets_AL263	hets_AL266	hets_AL269	hets_AL272	hets_AL273	hets_AL274	hets_AL276	hets_AL278	hets_AL279	hets_AL283	hets_AL284	hets_AL288	hets_AL292	hets_AL300	hets_AL303	hets_AL304	hets_AL307	hets_AL309	hets_AL313	hets_AL32	hets_AL35	hets_AL75	hets_AL82	hets_AL86	hets_AL88	hets_AL91	hets_AL92	hets_AL95	hets_AL97	hets_AL99	hets_K1423	hets_K1461	hets_K1542	hets_K1544	hets_K1567	hets_K1579	hets_K1580	hets_K1583	hets_K1603	hets_K1606	hets_K1608	hets_K16100	hets_K1614	hets_K1617	hets_K1618	hets_K1623	hets_K1627	hets_K1632	hets_K1640	hets_K1650	hets_K1660	hets_K1663	hets_K1665	hets_K1669	hets_K1672	hets_K1680	hets_K1684	hets_K1693	hets_K1696	hets_K17007	hets_K17008	hets_K17010	hets_K17013	hets_K17014	hets_K17025	hets_K17028	hets_K17030	hets_K17032	hets_K17033	hets_K17034	hets_K17035	hets_K17037	hets_K17040	hets_K17042	hets_K17044	hets_K17045	hets_K17048	hets_K17052	hets_K17053	hets_K17056	hets_K17062	hets_K17064	hets_K17073	hets_K17077	hets_K17078	hets_K17081	hets_K17083	hets_K17087	hets_K17091	hets_K17094	hets_K17098	hets_K17099	hets_K17101	hets_K17102	hets_K17103	hets_K17104	hets_K17106	hets_K18010	hets_K18017	hets_K18019	hets_K18022	hets_K18034	hets_K18078	hets_K18083	hets_K18084	hets_K18091	hets_K19018	hets_K19019
NC_063242.1	1	763546	763039	763131	763200	758389	761433	762239	761530	761389	762719	762568	760816	759490	34688	204404	762841	762481	760711	762417	763141	48901	134716	762437	67089	761945	763020	762326	761574	762690	758546	758708	762072	756052	756905	105247	762184	38558	762083	762091	762211	762690	760253	761931	761092	762429	761877	762389	761081	752196	761012	92953	761841	762974	761942	763272	761975	759225	262095	760032	762666	88256	223886	762264	740719	759547	762746	63200	91871	763393	760154	762068	762970	52474	762221	762214	116115	763103	763306	762915	763141	751249	761036	105147	297921	762354	761951	763051	763069	761033	762903	762967	763252	763056	763028	763252	761476	762966	762959	757467	709025	760266	759477	762948	763459	761397	762617	483303	762890	683312	668573	601465	758737	762920	280220	297187	762485	714069	750254	275627	453461	651058	763007	763328	758099	763321	760835	762011	761789	57155	763186	302589	760371	734090	762159	761579	762565	763417	759950	758602	761408	565300	762785	728644	761596	761103	763050	762303	621901	762853	759198	762079	762429	762510	762868	762782	763137	761893	624541	708926	759878	723054	720442	754273	762195	613866	756903	746667	715266	757742	467439	737319	709424	750221	707005	751382	748603	1	0	217	200	0	3	660	1	0	674	439	1	8	97	1	668	2	0	458	0	35	670	0	445	1	0	447	221	431	638	2	199	0	0	5	0	445	660	444	0	209	659	0	1	659	671	561	411	2	44	655	676	441	458	2	635	1	649	223	43	33	658	190	642	667	35	48	680	649	447	220	33	218	216	54	223	1	679	222	0	431	0	0	222	1	1	218	209	0	673	223	674	220	2	2	220	3	2	188	641	622	3	223	641	671	343	681	543	489	460	649	672	155	191	556	4	610	169	326	168	683	222	651	679	209	656	653	36	1	2	633	578	1	214	678	223	641	2	209	420	219	391	445	632	456	661	472	669	635	361	218	659	671	669	1	661	471	561	1	597	574	642	652	472	208	1	2	1	323	0	2	201	178	618	202
NC_063242.1	1000001	819273	818438	818842	818850	814126	816866	817822	816701	816869	817010	816942	816155	815537	60763	253271	817042	818287	816490	817792	818729	75388	182320	817784	103065	817747	817259	817890	817003	818364	812058	815220	817410	796819	813297	139451	817705	64597	817456	817596	818112	817107	815194	817553	817049	818154	817352	817819	816653	811280	816496	116621	817412	818820	817728	818579	817466	810711	303724	815923	816905	110604	259512	817680	798600	815228	818491	76326	119642	819061	815173	817677	818725	77638	817951	818017	129572	817808	818892	817229	818802	804876	816474	143376	344235	818216	817489	818755	818785	817071	818479	818722	818962	818782	818789	818905	816496	818827	818638	812172	758155	815776	813516	818655	818739	816565	818226	535933	817979	736969	725697	650810	813667	818239	315627	337953	817613	771346	805291	318516	498282	706628	817599	818857	813114	819040	815323	817588	817497	79934	818911	348102	814712	789508	817640	816760	816477	818801	815346	812506	816786	611770	818458	784135	817060	816627	818155	817689	683254	818565	814266	816294	818250	818090	818715	818402	818848	817366	683469	763111	815217	774204	773749	809817	817634	661372	813005	803312	765565	811177	528086	791692	763931	804696	762180	806507	803334	85	0	531	247	339	83	351	0	2	528	2	210	0	76	0	555	284	2	0	0	0	559	17	2	0	256	2	528	278	500	85	470	233	18	252	4	0	547	302	259	501	522	251	87	552	214	519	278	83	44	506	529	298	2	82	208	0	506	561	37	94	271	474	496	555	24	53	535	515	2	305	34	293	531	54	561	86	534	527	259	0	13	49	296	311	86	559	517	81	554	535	528	340	86	79	529	4	244	440	536	492	254	560	503	520	168	529	224	223	377	508	552	110	157	523	68	477	160	270	417	276	339	536	531	321	523	514	27	0	4	258	459	82	530	535	532	272	245	516	331	328	504	0	204	0	512	378	277	487	2	524	303	561	212	0	271	164	465	81	467	474	508	514	224	320	237	232	80	155	233	4	495	456	485	473
NC_063242.1	2000001	808490	808050	807952	808029	795751	805993	807032	805913	804920	806765	806857	797105	802867	48326	139970	807469	806375	806668	807183	807845	42017	111006	807351	47573	806932	807881	807349	805951	807437	794708	801641	807063	617449	793939	94383	806472	50947	806727	806751	807142	807524	801050	806654	805928	807257	806620	807268	806095	790837	805832	64465	806529	807991	806964	807727	806808	767791	191909	801298	807546	62960	141115	806922	774413	802916	807749	46835	68951	808319	802338	806335	807883	45362	806608	807220	95065	808132	808077	807829	808100	749633	805434	89925	226182	807108	806187	808028	807975	806051	807722	807867	808043	807948	807698	808058	796600	807777	807861	802526	710765	802151	804044	807928	808363	806298	807515	421587	808082	669647	655936	555190	794955	807726	234084	236086	807320	733287	787802	215863	364801	649628	807974	808244	793029	808268	805652	806575	806384	46303	808117	243415	804175	753324	806905	805890	805341	808322	804290	803007	806020	538446	807544	741821	802717	805670	808237	806747	610937	807768	799352	806627	807148	807168	807798	807656	808164	806422	580577	701329	800991	707648	730271	801451	807033	556600	799677	770961	705759	795645	382275	746919	701104	778895	723635	781354	781406	435	604	606	0	125	201	420	583	0	672	308	495	2	14	0	124	106	23	365	0	23	190	8	360	0	558	102	445	431	603	482	67	508	37	142	6	356	464	470	569	439	144	418	495	517	359	448	425	476	10	142	147	473	80	344	272	23	139	114	15	30	92	80	568	478	5	32	59	573	280	286	3	79	442	39	115	352	684	487	77	355	18	55	77	299	220	481	668	5	474	683	147	206	353	310	445	439	515	249	248	549	415	114	566	636	55	142	79	75	283	573	470	98	58	459	255	476	80	236	207	533	438	135	604	213	585	581	5	289	55	88	480	375	425	606	318	93	520	301	348	216	162	359	77	368	426	285	94	56	261	440	278	475	362	0	95	46	149	418	481	152	576	647	69	209	502	88	375	48	468	86	372	85	432	405
NC_063242.1	3000001	817430	817066	817065	817074	806681	815002	816136	815105	814493	815792	815612	811883	810230	39599	160613	816142	815578	815511	816329	816954	39049	117487	815999	52420	815779	816423	816221	815282	816409	806919	811846	816121	736862	804064	89941	815848	35635	815866	815937	816144	816290	812210	815709	815145	816498	815765	816175	814845	799688	815034	75609	815426	816921	816005	817055	815882	797904	228585	810418	816113	65182	205109	816077	790466	812458	816659	49463	78812	817314	813370	815638	817045	46732	816035	816417	92756	816726	817218	816387	817073	783871	814571	94635	291771	816022	815472	817027	817118	815621	816768	816971	817213	816976	816943	817093	811313	816966	817002	809928	749522	813706	812633	816935	817222	814936	816596	485767	816475	715399	701399	616274	809669	816505	266780	285402	816058	761093	799653	272630	443372	685634	816427	817137	807922	817182	814060	815505	815818	58803	817112	298960	813593	780518	815805	814889	815137	817090	813546	811295	815188	581026	816623	772368	813730	814743	816616	816063	651780	816783	811114	815750	816218	816309	816844	816824	817085	815585	642008	743393	812534	757238	763086	808518	815721	626802	810367	792845	744770	809176	471642	782611	741137	799311	746903	798220	796286	518	127	803	0	273	0	519	124	293	699	673	368	0	0	1	286	1	286	715	0	64	0	10	701	0	790	0	394	656	751	768	1	726	38	632	14	779	699	791	797	495	630	696	772	675	700	513	633	747	14	621	643	701	0	389	617	73	607	0	20	61	254	0	487	708	10	34	760	746	691	713	27	0	785	50	0	400	711	711	0	673	52	174	0	0	0	804	809	632	784	830	756	0	398	439	394	708	736	1	678	375	798	0	769	704	155	288	229	224	466	692	699	154	159	514	319	237	107	327	526	525	248	284	713	3	699	694	36	716	171	253	661	390	779	773	2	274	720	0	422	0	0	705	0	716	801	560	285	703	0	371	786	705	477	0	259	1	0	506	490	0	682	691	203	587	719	1	651	143	680	219	753	0	646	712
NC_063242.1	4000001	828326	827849	827802	827935	822448	825806	827043	825604	825886	825291	824892	825996	824789	62145	252740	824670	827259	825514	826908	827841	73215	170966	826133	98670	826729	825496	827087	825902	827171	821137	824025	826715	813428	822510	135250	826562	67171	826594	826515	827029	825473	823929	826619	825882	827123	826287	826576	825796	817535	825433	111153	826234	827814	826779	827859	826499	821964	292717	823383	824538	106741	257165	826808	807833	823263	827523	76936	109757	828117	824640	826698	827833	67919	827081	827059	122367	826223	828108	825055	827888	816910	825199	135016	336136	827019	826746	827889	827894	825834	827617	827806	828030	827902	827870	828048	826313	827843	827776	819762	772252	824679	822026	827781	826831	825290	827322	543964	826008	745921	728067	649535	821880	826868	289827	324545	826661	779960	814532	311438	500314	714935	826176	827778	821426	828017	824285	826585	826226	79563	827964	352673	823739	799892	826836	825839	825208	827325	823795	816171	826096	621980	827317	797121	826168	825889	826643	826878	680954	827470	822444	824939	827061	827239	827511	827538	827806	826407	685535	778076	824183	782653	783733	818940	826594	670825	822185	811535	773608	820622	530837	798244	765142	814899	768493	814327	810450	519	88	471	0	667	167	472	125	678	505	414	345	0	79	429	676	228	680	729	28	41	0	20	712	433	387	418	512	706	449	646	0	369	30	516	35	160	711	464	472	459	419	702	659	647	716	467	683	639	18	519	535	720	0	165	408	1	506	0	60	106	677	357	0	724	44	34	498	582	712	733	21	0	384	29	0	435	514	731	0	692	45	106	0	0	0	470	421	622	468	492	588	0	435	284	366	728	416	0	495	0	470	0	435	726	373	689	560	516	293	701	424	101	211	473	37	627	147	225	549	481	0	654	723	0	709	700	74	728	231	650	452	417	378	589	484	651	416	0	461	2	0	431	0	728	158	116	688	449	0	442	464	675	0	430	671	0	2	458	627	0	408	597	186	675	502	203	575	338	469	585	636	0	674	524
NC_063242.1	5000001	833683	833012	833171	833251	829647	830643	832371	831146	831845	832062	831774	832489	831842	55490	287900	831464	832917	830329	832246	833254	99584	168129	832668	151980	831905	832059	832307	831043	832403	827945	830222	831717	831712	828665	127608	831910	61706	831994	832088	832345	832015	831417	831943	831380	832588	831783	832148	830764	830276	830981	176059	831584	832937	832213	833094	832077	831587	352994	831228	831396	170882	373310	832321	820059	830760	833012	114595	184148	833286	831173	832316	833069	122775	832751	832504	178544	832803	833394	832155	832967	829474	831277	175711	467515	832307	832306	833273	833283	831449	832842	833268	833396	833217	833128	833355	832580	833109	832932	823838	801047	831261	826546	833109	833044	830327	832767	641046	832617	791048	774857	733007	830666	832372	342780	431319	832331	804690	822468	432102	626680	761336	832507	833082	830643	833413	830090	832170	831489	124716	833365	458686	829330	818751	832310	831449	831679	833041	830330	822659	831753	691042	832857	816237	832331	831724	832906	832487	738497	832780	829349	831162	832590	832763	833097	832826	833136	831673	754631	808275	831296	815035	811354	819712	831920	748591	828679	827177	806279	829085	646975	820065	802445	826875	799928	826363	820989	820	574	79	0	804	80	79	578	830	771	766	0	0	164	611	825	758	812	828	40	4	0	31	816	615	765	591	652	808	75	508	0	738	74	769	35	0	813	79	80	0	763	797	518	329	816	402	804	514	50	770	787	232	0	553	762	2	764	0	62	162	765	695	0	806	36	109	791	480	813	826	21	80	765	57	0	560	81	613	0	802	11	25	0	80	356	78	551	723	80	585	78	0	566	540	0	822	72	0	653	0	77	0	3	812	379	610	524	506	603	793	755	169	314	76	1	556	27	307	695	79	0	804	823	0	799	803	73	830	363	572	495	552	767	482	79	591	65	385	620	0	0	772	0	829	0	2	606	735	395	0	76	823	0	732	599	0	0	470	570	0	762	747	2	782	646	717	713	368	632	744	569	0	782	753
NC_063242.1	6000001	813493	812677	812982	812921	811351	810432	812161	811105	811263	812530	812396	811988	811314	51783	320885	812433	812839	810559	811876	812803	83179	180847	812565	123323	811720	812838	812072	811001	812285	810636	809029	811842	808763	810918	148470	811641	63773	811544	812035	812036	812551	810424	811482	811145	812210	811209	811580	810482	809289	810261	151736	811331	812809	811618	813002	811603	810000	359393	811425	812200	148680	304020	811964	797256	808989	812574	94669	135998	813172	809875	811842	812861	82432	812071	812105	181741	813026	813106	812611	812847	806154	810598	151072	367283	812147	811675	812879	812961	811329	812579	812747	813019	812756	812801	812980	811948	812837	812901	805231	756295	810510	807209	812945	812860	810796	812248	544358	812903	741124	732144	663228	808805	812404	288202	332815	812037	766189	799225	333559	526701	704740	813087	813207	807708	813161	809951	811618	811430	83970	813091	362024	809482	790071	811851	811263	811584	813144	810086	804862	811387	621003	812409	785464	811272	811092	813101	812387	676536	812787	808857	812114	812126	812451	812785	812626	813071	811585	682578	762130	810062	773021	772801	801395	811573	677223	807653	800490	767040	808079	546711	788662	762651	801881	770529	802187	795685	370	531	623	453	716	614	608	493	748	246	245	0	0	181	607	742	625	740	650	31	73	0	40	637	547	242	598	652	628	599	736	441	244	24	651	29	457	241	613	617	446	26	488	745	603	638	644	709	727	20	501	523	620	1	408	24	1	29	1	60	121	630	419	1	642	29	19	667	518	635	481	34	613	465	55	1	534	622	603	1	628	63	206	1	614	458	622	513	401	483	505	480	1	534	453	1	492	561	0	209	8	621	1	411	642	336	609	534	481	156	6	247	72	169	605	4	562	225	302	507	623	0	480	585	3	640	627	34	642	211	574	516	514	241	539	625	586	553	236	430	444	438	241	1	652	0	356	541	632	245	458	612	731	1	639	591	1	4	656	509	2	245	642	0	598	210	589	616	335	207	423	562	2	604	660
NC_063242.1	7000001	806298	805355	805749	805853	800289	803561	804897	803664	804175	804839	804548	804606	803623	52954	238954	804937	805107	802732	804736	805506	78323	155323	805464	110037	804652	805311	804944	803625	805060	798494	802154	804561	798977	798178	114526	804247	54744	804128	804473	804890	804807	802974	804321	803472	804960	804124	804693	803456	799145	803380	131310	804129	805545	804611	805571	804065	801734	328102	803291	804773	135652	279986	805048	784222	801660	805462	87426	121279	805881	801920	804769	805590	78755	804724	804038	146762	805859	805936	805200	805698	800495	803438	124614	344392	805137	804731	805744	805788	803791	805553	805541	805820	805612	805719	805934	804959	805720	805729	798308	742851	802743	799285	805625	805539	803755	805278	531777	805162	728154	710002	640000	799962	805007	284766	314969	805103	757445	789884	311683	491097	692396	805612	805811	799561	806094	803067	804670	804319	82272	805988	337975	802106	777358	804675	803718	804111	805525	802507	797409	803921	597226	805530	770361	803680	803644	805812	804838	660612	805373	800863	804563	804796	804923	805434	805494	805822	804244	668919	746452	801843	762150	762483	794885	804310	647923	798380	789801	754670	798978	515343	777647	745305	791992	750760	792015	785892	493	554	385	623	358	378	479	661	359	346	341	0	1	60	444	355	369	355	485	12	49	0	43	470	386	349	423	720	471	368	559	456	312	17	379	19	650	351	381	384	637	1	325	563	2	478	376	597	555	26	538	557	377	245	494	1	44	1	430	29	80	477	421	0	480	28	19	390	495	469	207	16	379	479	61	210	559	388	440	188	474	43	103	1	382	557	381	546	696	674	562	678	1	559	458	1	328	342	1	511	426	385	281	526	482	216	588	391	315	233	335	348	116	142	380	6	372	117	245	364	388	0	198	384	0	476	475	35	485	151	420	325	553	238	508	386	425	337	335	304	642	575	349	268	488	0	465	384	356	347	654	373	620	276	387	434	196	1	369	338	0	269	697	226	458	532	92	667	191	527	170	402	0	444	549
NC_063242.1	8000001	714837	714112	714302	714333	706991	712340	713411	712565	712032	712921	713521	705460	709772	35818	169899	714175	712967	713128	713338	713991	35329	102190	713547	38942	713455	714384	713660	712336	713854	706424	708546	713341	550623	706151	82692	712889	36798	712928	713236	713677	714149	707896	712876	712316	713559	712670	713540	712334	698499	712052	62905	712829	714219	713329	713816	712907	683471	195392	709725	714099	60694	130190	713172	683574	709274	713981	47152	69295	714592	708262	712832	714178	38415	712826	713116	108944	714675	714589	714348	714348	669014	712037	77320	200206	713209	712660	714264	714340	712937	713976	714138	714483	714300	714273	714531	703026	714207	714227	709764	603687	708420	710033	714144	714669	712362	713852	342462	714255	567695	560684	442731	701725	714056	199935	185510	713923	631369	690489	183928	280994	552596	714569	714481	697791	714375	711667	713063	712700	46545	714456	203383	710677	652550	713065	712539	711652	714580	709965	709830	712337	455747	714001	641399	707604	712094	714655	713288	508936	713849	706553	713514	713639	713513	714218	713996	714349	713137	491397	594201	707977	599586	627664	705942	713108	450105	704446	670344	605326	700943	299777	648533	595257	677562	636854	682133	684546	478	379	687	639	17	685	482	483	17	688	614	1	0	65	464	17	453	16	459	22	46	5	6	686	698	684	444	588	640	651	533	178	624	34	447	1	466	680	676	692	621	0	670	532	0	688	449	98	514	34	369	382	680	701	479	0	82	2	675	32	70	685	304	0	692	18	40	463	511	675	105	34	674	354	34	699	382	697	459	478	677	38	123	1	675	537	684	366	192	92	382	91	0	381	459	0	690	641	2	631	501	534	699	510	688	168	537	474	279	375	652	680	110	135	668	4	399	142	161	456	698	321	98	700	1	680	688	37	697	163	431	544	372	449	537	691	431	623	672	377	653	513	657	655	700	1	394	460	415	684	664	669	109	691	695	452	395	2	428	336	6	674	569	359	631	444	8	523	144	413	76	368	1	618	100
NC_063242.1	9000001	774129	773639	773737	773824	767932	771941	773029	771173	771515	772823	772294	767777	770940	36304	210181	772880	772794	772327	772860	773462	42601	149594	772892	54971	772762	773317	773013	771968	773104	767506	767326	772498	615285	765685	114487	772301	50048	772304	772590	773022	772911	767305	772339	772065	772815	772245	772920	771554	763747	771015	74840	772334	773631	772740	773502	772405	749803	240344	769024	773000	74109	152896	772351	745414	768841	772982	55403	74502	773994	767487	772035	773564	46791	772684	772916	123970	773608	773880	773003	773718	743314	770966	94470	222070	772885	772205	773776	773671	772161	773252	773399	773820	773471	773714	773874	763312	773717	773634	767486	659503	766749	768596	773489	773812	771194	773070	383190	773059	618697	615524	491894	757254	773267	205227	200181	772996	693906	747989	191502	326042	605538	773638	773855	755824	773823	770307	772255	771721	44593	773796	227815	768995	720654	772086	771667	770290	773966	769734	769502	771502	494563	772845	700498	768007	771568	773541	772415	565198	773375	765447	772323	773043	772847	773369	773411	773534	772175	542816	646407	765953	647627	683289	767026	772150	499099	765540	731960	666620	759434	343635	708521	648821	737353	700721	740358	741412	752	737	730	630	598	719	727	722	622	467	437	0	0	112	531	610	585	606	532	17	70	0	17	593	731	468	509	575	554	694	787	353	443	31	574	22	607	540	721	721	630	0	463	786	0	597	584	511	769	40	720	736	721	610	739	0	84	0	664	29	48	593	505	0	607	33	27	709	712	587	566	16	715	612	67	477	668	754	531	372	588	47	139	375	711	524	725	726	602	293	740	297	0	744	645	0	549	671	2	791	651	699	477	663	604	185	751	400	311	233	442	466	137	107	707	1	444	123	235	382	731	732	515	727	0	599	597	25	609	123	565	567	651	508	748	727	515	657	451	304	644	525	461	448	612	0	400	592	529	468	657	705	541	466	629	519	240	0	558	440	1	447	564	231	561	307	1	509	158	306	393	449	1	528	461
