chrom	window_start	sites_total	calls_AL101	calls_AL102	calls_AL103	calls_AL114	calls_AL119	calls_AL120	calls_AL121	calls_AL124	calls_AL125	calls_AL127	calls_AL129	calls_AL133	calls_AL134	calls_AL137	calls_AL138	calls_AL141	calls_AL142	calls_AL143	calls_AL146	calls_AL149	calls_AL153	calls_AL155	calls_AL156	calls_AL159	calls_AL160	calls_AL162	calls_AL166	calls_AL170	calls_AL173	calls_AL174	calls_AL175	calls_AL176	calls_AL177	calls_AL178	calls_AL180	calls_AL181	calls_AL182	calls_AL184	calls_AL185	calls_AL187	calls_AL189	calls_AL193	calls_AL196	calls_AL197	calls_AL199	calls_AL200	calls_AL201	calls_AL204	calls_AL207	calls_AL208	calls_AL209	calls_AL210	calls_AL213	calls_AL215	calls_AL216	calls_AL220	calls_AL223	calls_AL231	calls_AL238	calls_AL241	calls_AL242	calls_AL243	calls_AL244	calls_AL246	calls_AL254	calls_AL255	calls_AL256	calls_AL263	calls_AL266	calls_AL269	calls_AL272	calls_AL273	calls_AL274	calls_AL276	calls_AL278	calls_AL279	calls_AL283	calls_AL284	calls_AL288	calls_AL292	calls_AL300	calls_AL303	calls_AL304	calls_AL307	calls_AL309	calls_AL313	calls_AL32	calls_AL35	calls_AL75	calls_AL82	calls_AL86	calls_AL88	calls_AL91	calls_AL92	calls_AL95	calls_AL97	calls_AL99	calls_K1423	calls_K1461	calls_K1542	calls_K1544	calls_K1567	calls_K1579	calls_K1580	calls_K1583	calls_K1603	calls_K1606	calls_K1608	calls_K16100	calls_K1614	calls_K1617	calls_K1618	calls_K1623	calls_K1627	calls_K1632	calls_K1640	calls_K1650	calls_K1660	calls_K1663	calls_K1665	calls_K1669	calls_K1672	calls_K1680	calls_K1684	calls_K1693	calls_K1696	calls_K17007	calls_K17008	calls_K17010	calls_K17013	calls_K17014	calls_K17025	calls_K17028	calls_K17030	calls_K17032	calls_K17033	calls_K17034	calls_K17035	calls_K17037	calls_K17040	calls_K17042	calls_K17044	calls_K17045	calls_K17048	calls_K17052	calls_K17053	calls_K17056	calls_K17062	calls_K17064	calls_K17073	calls_K17077	calls_K17078	calls_K17081	calls_K17083	calls_K17087	calls_K17091	calls_K17094	calls_K17098	calls_K17099	calls_K17101	calls_K17102	calls_K17103	calls_K17104	calls_K17106	calls_K18010	calls_K18017	calls_K18019	calls_K18022	calls_K18034	calls_K18078	calls_K18083	calls_K18084	calls_K18091	calls_K19018	calls_K19019	hets_AL101	hets_AL102	hets_AL103	hets_AL114	hets_AL119	hets_AL120	hets_AL121	hets_AL124	hets_AL125	hets_AL127	hets_AL129	hets_AL133	hets_AL134	hets_AL137	hets_AL138	hets_AL141	hets_AL142	hets_AL143	hets_AL146	hets_AL149	hets_AL153	hets_AL155	hets_AL156	hets_AL159	hets_AL160	hets_AL162	hets_AL166	hets_AL170	hets_AL173	hets_AL174	hets_AL175	hets_AL176	hets_AL177	hets_AL178	hets_AL180	hets_AL181	hets_AL182	hets_AL184	hets_AL185	hets_AL187	hets_AL189	hets_AL193	hets_AL196	hets_AL197	hets_AL199	hets_AL200	hets_AL201	hets_AL204	hets_AL207	hets_AL208	hets_AL209	hets_AL210	hets_AL213	hets_AL215	hets_AL216	hets_AL220	hets_AL223	hets_AL231	hets_AL238	hets_AL241	hets_AL242	hets_AL243	hets_AL244	hets_AL246	hets_AL254	hets_AL255	hets_AL256	hets_AL263	hets_AL266	hets_AL269	hets_AL272	hets_AL273	hets_AL274	hets_AL276	hets_AL278	hets_AL279	hets_AL283	hets_AL284	hets_AL288	hets_AL292	hets_AL300	hets_AL303	hets_AL304	hets_AL307	hets_AL309	hets_AL313	hets_AL32	hets_AL35	hets_AL75	hets_AL82	hets_AL86	hets_AL88	hets_AL91	hets_AL92	hets_AL95	hets_AL97	hets_AL99	hets_K1423	hets_K1461	hets_K1542	hets_K1544	hets_K1567	hets_K1579	hets_K1580	hets_K1583	hets_K1603	hets_K1606	hets_K1608	hets_K16100	hets_K1614	hets_K1617	hets_K1618	hets_K1623	hets_K1627	hets_K1632	hets_K1640	hets_K1650	hets_K1660	hets_K1663	hets_K1665	hets_K1669	hets_K1672	hets_K1680	hets_K1684	hets_K1693	hets_K1696	hets_K17007	hets_K17008	hets_K17010	hets_K17013	hets_K17014	hets_K17025	hets_K17028	hets_K17030	hets_K17032	hets_K17033	hets_K17034	hets_K17035	hets_K17037	hets_K17040	hets_K17042	hets_K17044	hets_K17045	hets_K17048	hets_K17052	hets_K17053	hets_K17056	hets_K17062	hets_K17064	hets_K17073	hets_K17077	hets_K17078	hets_K17081	hets_K17083	hets_K17087	hets_K17091	hets_K17094	hets_K17098	hets_K17099	hets_K17101	hets_K17102	hets_K17103	hets_K17104	hets_K17106	hets_K18010	hets_K18017	hets_K18019	hets_K18022	hets_K18034	hets_K18078	hets_K18083	hets_K18084	hets_K18091	hets_K19018	hets_K19019
NC_063236.1	1	522840	519510	520571	520198	498389	515547	518579	516187	518445	515726	514522	372439	519648	129895	365677	512034	520815	509956	517877	519827	262237	270286	515232	290667	517659	513523	518068	516257	518627	492382	362446	518085	137757	490475	256664	517314	193064	516904	517918	518237	512211	517686	516717	515153	518222	516355	516765	515593	348581	516221	290048	517196	518809	515419	500619	515859	138288	306555	519774	509850	260914	321203	519488	477375	519381	521061	225974	304173	520235	519859	520182	520893	282476	519697	519912	277945	516771	520838	513513	519292	266896	518548	267119	308816	516511	518457	518971	520008	516450	520607	519829	520353	519530	520755	520869	508334	519911	519518	510159	512924	520128	505333	521154	515036	513843	519581	450903	516193	500390	417522	500961	521399	516538	389442	470281	518443	502533	516517	409352	456443	507942	517431	519788	519973	521897	513573	520212	519359	383717	521509	417912	518828	491662	520149	519362	497292	517904	519607	482481	520577	466646	521587	515441	521947	519312	518512	520843	479709	520682	516871	512095	518370	520259	519929	520258	521391	520599	419109	518060	520061	519244	510237	491534	518697	507720	514271	519219	501231	520646	455688	515436	516364	519135	388440	519567	504030	470	586	578	567	185	563	19	14	198	5	401	225	27	133	7	219	175	197	510	114	210	215	118	557	6	559	201	232	6	1	546	0	500	209	199	78	19	550	198	494	223	19	212	502	543	107	229	136	461	187	199	220	194	4	553	56	137	204	1	96	103	196	1	197	588	184	308	579	194	213	218	243	579	577	0	0	585	14	219	129	1	185	282	212	212	0	334	317	219	570	5	15	589	592	475	586	213	427	457	198	171	194	218	512	200	174	6	562	412	1	204	12	295	163	439	470	13	376	6	6	582	198	583	590	179	581	194	424	5	0	551	455	576	577	6	449	194	384	571	179	578	583	199	230	0	573	7	580	537	572	14	224	0	20	212	498	184	7	0	576	7	0	15	573	195	0	494	568	0	0	472	14	161	190	483
NC_063236.1	1000001	425521	420157	421467	422110	396286	416355	419702	417205	420394	412598	410559	136178	420631	136163	291195	406574	422335	407798	418900	422242	156875	206850	413503	155732	419223	409214	418894	417048	418578	392412	158762	419175	49012	368209	206723	418210	206399	417494	419662	419621	408208	418969	417913	417990	419799	418068	416709	416523	145725	418078	151541	417973	419438	416710	395802	417307	9647	153841	420950	404492	130061	177567	420849	344774	420972	423538	147626	188103	421237	421324	421646	423237	183450	419690	422271	186930	415373	423103	409433	419862	43555	419336	136857	145497	416392	420011	421895	422026	417439	422504	420997	422219	420526	422024	422974	387647	421636	420951	405166	400586	420475	396758	423379	406448	406457	421718	360816	414733	410356	318957	412743	422652	412691	318153	395781	418043	414754	416706	322452	361656	414595	415717	419873	421388	424451	411117	422354	421673	356054	423183	356700	420073	398670	421881	421872	370365	415746	421512	348130	422236	388368	423374	419853	423498	421008	417290	422581	393923	422555	413528	407967	419568	423147	422293	421749	422774	422953	323172	420431	421913	417825	414141	410491	419487	414548	417464	421742	404682	421678	368102	418576	419837	420439	253230	420179	389894	359	468	122	438	419	387	509	349	452	487	196	488	95	197	519	455	391	450	388	182	234	532	100	361	396	339	534	281	535	173	345	53	331	146	451	6	465	10	411	369	458	474	353	384	393	365	515	165	363	102	464	480	512	399	350	10	177	453	342	126	169	454	8	441	63	118	41	568	428	540	497	166	439	431	28	345	6	37	549	62	0	0	133	467	377	2	0	476	361	365	505	424	502	506	349	502	380	313	354	563	297	383	425	310	492	411	455	446	404	4	498	468	251	391	432	0	438	304	427	457	494	519	442	105	404	499	439	267	492	85	405	342	0	500	352	430	449	206	433	417	380	49	0	457	188	529	430	385	451	379	356	566	0	478	98	379	446	52	358	458	60	432	325	100	452	56	363	343	439	56	369	463	313	464	312
NC_063236.1	2000001	319114	317356	317950	318154	315031	316461	317439	316343	314687	317297	315147	263975	318111	51157	199336	316871	318220	311308	316857	318029	206689	168873	317649	213714	316779	317477	313966	316709	314928	312401	250019	313844	103261	312397	166847	316629	93974	317057	313918	317061	316710	317146	316938	313285	317347	315891	316894	316321	268075	315966	212544	316515	318093	316429	309292	315941	47041	240973	317743	315827	202501	234761	317962	298699	317343	318446	175739	219096	318310	317634	317923	318516	205113	318037	317790	203254	317846	315517	314476	318130	194443	317449	213830	216709	317346	314592	314781	315131	316170	318611	317857	317966	317789	318358	318436	313828	318069	315218	309954	314115	317971	312989	318289	316677	315106	315008	274952	318113	304276	281921	296068	317998	316035	262783	280581	317655	303931	314863	250342	282677	307135	318135	318260	318183	315897	314926	317451	317502	230900	318726	260998	316823	307294	314668	317602	310690	316980	317542	303435	317464	275738	317865	311436	318813	317296	318214	318098	281277	318110	316358	316311	317261	318261	314457	318124	318620	317736	278933	312947	315093	317954	311894	285436	313989	306260	317308	317452	314078	314648	286062	316048	312068	317819	271392	317709	311403	439	357	345	386	347	402	362	150	289	371	306	347	16	141	381	281	339	381	421	170	151	412	1	391	422	147	302	2	313	334	140	113	146	165	271	0	366	15	383	414	355	342	140	417	403	375	356	228	403	4	336	360	362	317	389	34	253	403	407	191	221	387	9	381	378	181	9	316	402	398	388	190	382	414	194	279	3	4	313	285	1	4	257	376	161	2	2	349	365	400	365	397	361	368	371	356	146	129	296	417	289	421	359	1	157	322	361	359	321	272	357	350	219	315	357	12	377	2	326	345	365	381	374	16	328	358	391	251	347	296	392	349	14	357	337	377	392	341	275	383	414	10	0	332	362	398	354	416	346	13	397	368	16	347	14	411	366	16	157	403	11	367	154	0	383	368	324	144	335	373	155	403	366	277	254
NC_063236.1	3000001	42614	42254	42351	42351	39188	42107	42133	42104	42384	41848	41198	40975	42437	11329	29529	41742	42392	41944	41928	42495	23473	24918	42124	30389	42294	42141	42272	42201	42254	37199	38835	42130	34564	40776	24796	42150	13856	42023	42239	42172	41468	42248	41856	41801	42331	42076	42107	41956	38336	42168	26860	42366	42383	42113	41131	42178	36128	33868	42231	41079	26523	31620	42348	41214	42432	42350	19230	25805	42437	42311	42466	42369	24209	42414	42398	25574	41830	42464	41898	42437	37283	42339	28428	32066	42149	42227	42256	42335	41823	42355	42408	42223	42286	42409	42443	42263	42306	42452	41811	41014	42339	41435	42366	42281	41863	42373	37491	42105	41034	39799	37115	42441	41499	30854	32722	41752	40897	40947	33536	37485	39088	41998	42406	42303	42470	42092	42415	42273	23610	42510	34831	42092	41938	42327	42234	41769	42207	42292	40397	42062	37667	42376	41944	42457	42286	42331	42370	36815	42485	42059	41567	42243	42261	41987	42433	42471	42256	40742	42239	42430	41932	41992	34164	42117	41004	42207	41872	41959	42284	38753	41899	41647	42400	35926	42389	41058	19	21	21	18	5	23	2	1	9	3	19	0	0	0	6	1	8	3	16	4	7	3	1	21	6	20	4	1	1	3	21	0	16	11	3	1	4	19	2	16	4	3	1	17	20	3	1	3	17	11	3	2	4	2	20	0	1	3	3	3	4	5	2	5	20	5	11	20	5	0	1	12	21	19	0	1	18	1	0	3	0	15	10	5	5	1	18	17	1	21	2	2	20	21	22	20	0	13	15	4	3	6	1	18	8	4	4	21	16	3	5	0	11	2	18	17	4	19	0	3	18	4	22	22	5	20	4	11	0	0	17	20	21	19	3	20	9	19	19	7	21	21	4	1	0	20	1	22	19	18	3	0	3	1	5	15	0	4	3	21	2	0	3	19	5	2	17	20	1	2	20	3	2	6	18
NC_063236.1	4000001	323947	322611	322938	322959	318434	321229	321751	321173	322342	321510	319180	252917	322981	60125	184505	320799	323236	317852	322169	322985	183724	173077	321013	198821	321738	320817	321822	321530	322165	317028	236211	321221	129425	317386	159889	321737	99089	321453	321754	322141	320394	321840	321696	321521	322059	321213	321727	320904	232196	321056	186469	321648	322489	321403	314523	321327	84730	223901	322422	317531	187682	212191	322477	288483	322075	322887	156410	188271	322804	322449	322388	322959	177475	322014	322766	185999	320425	323167	320973	322699	183997	322185	178804	195173	321577	322495	320659	322150	320348	323215	322723	321093	322954	323034	323247	314748	323086	322901	316195	314875	322732	314096	323177	319066	317154	322606	286329	321470	313162	289503	308621	322705	317117	238600	283219	320844	314612	318752	257907	284854	313652	321638	322327	322700	323310	318742	322273	322425	222165	323553	271595	321652	316068	322682	322473	304219	320655	321607	295680	322097	293919	322073	320342	323590	322283	322485	322929	300201	322643	320101	320381	322208	323035	321078	322695	323184	322701	289460	321615	322546	321671	318677	306881	321452	317778	321652	320637	318384	322364	291756	319745	320298	322210	271425	322311	308851	113	162	161	234	154	151	205	209	174	5	125	7	2	77	16	5	149	197	185	89	72	14	115	155	18	152	152	205	15	7	144	0	181	77	188	34	211	150	162	177	205	209	4	189	229	162	200	153	181	78	191	19	158	17	240	4	19	210	15	86	96	163	15	163	251	74	82	153	167	6	22	69	153	248	11	1	232	209	6	111	2	69	78	22	17	3	120	113	4	157	15	210	155	169	159	155	7	148	166	163	187	177	26	206	165	142	14	172	162	11	158	4	74	145	147	240	217	116	4	20	159	172	161	170	158	160	172	92	1	5	232	148	160	157	20	158	174	125	241	158	252	166	163	198	2	156	3	170	143	234	217	6	8	206	207	183	6	11	17	160	15	13	213	158	164	15	193	150	17	16	161	220	19	160	136
NC_063236.1	5000001	740978	740103	740273	740256	731671	738052	739399	738124	739476	738666	737755	712576	740076	79503	441648	736847	740416	731785	738965	740236	434757	305986	738973	470177	739004	738172	739043	738146	739441	729961	665351	738145	370006	733722	278315	738717	141671	738829	738690	739108	737521	738867	738476	738524	739134	738306	739123	737902	652454	737277	473218	738366	739917	738690	728800	738404	494988	567499	738822	736409	478163	563450	739872	710697	739240	740019	362253	487641	739752	739684	739786	740372	434102	739789	739458	433623	738865	740087	737476	739767	620691	738788	455312	551862	739126	739573	740021	740201	738037	740452	740019	740052	739942	740163	740445	736960	740122	740086	727171	733723	739787	728378	740293	738405	735485	739752	660930	738331	721435	684110	724283	739600	736496	551272	637344	738560	723937	735194	599174	674666	726615	738833	739616	739679	740611	735125	739383	738761	463742	740434	616693	737442	729307	739463	739112	730708	738105	738468	708819	739121	681214	739394	733989	740673	738957	739721	739975	701867	740062	736731	737033	739160	739975	739898	739824	740365	738835	682090	736517	739359	738718	733694	707057	737965	725537	738345	739328	731050	738981	682050	736692	735899	738529	675573	738229	728629	16	272	270	508	389	272	417	430	399	4	267	5	0	171	2	4	365	551	473	177	94	11	190	262	3	266	392	428	7	3	261	0	466	93	544	24	426	262	390	467	429	423	4	470	522	399	421	506	460	138	541	5	398	7	515	3	12	555	1	199	228	391	2	398	531	134	140	267	400	5	6	127	270	519	3	0	522	426	5	502	0	151	213	11	5	0	273	264	5	269	2	430	268	271	275	267	6	410	453	397	500	407	13	512	395	367	6	274	447	4	396	0	121	287	264	435	422	215	1	3	270	406	270	272	389	262	395	125	0	0	503	274	267	268	14	282	391	226	519	375	524	271	404	410	0	268	2	270	269	517	430	5	3	424	558	460	5	3	1	278	1	2	421	264	385	3	469	256	2	8	280	422	3	394	254
NC_063236.1	6000001	726788	724979	725849	725879	714183	722638	724330	722848	724910	724414	723854	618424	725515	93735	454948	722639	725926	718389	724354	725796	475736	371420	723199	496330	724056	723641	724468	723267	724728	711120	569249	723353	250840	714230	362897	724047	190550	723934	724173	724270	723487	724405	723754	723496	724797	724086	724230	722785	575082	722912	459594	723501	725171	723849	710037	724077	241764	547942	724738	722981	467544	526555	725063	664550	724371	725887	411593	489241	725624	725192	724382	725989	465925	724471	725656	452934	724777	725991	723407	725440	447862	723467	471086	446803	723746	724710	725808	725860	723578	725817	725512	725973	725262	725716	726020	719433	725643	725482	710566	716468	725126	707443	725884	721331	718822	725155	633033	723546	701497	626778	710379	724842	721955	550789	664634	723982	705275	720749	577704	642197	713196	724492	724325	725352	726313	718132	725043	724941	551844	725738	604114	723780	704170	725363	724926	705712	723514	724125	678034	724840	653795	725886	717471	726352	724463	724941	725650	679387	725749	721846	722388	724016	725302	725673	725134	726159	725283	619899	721943	724614	725061	714333	693617	723164	708907	722565	724922	709802	724926	643680	720578	721683	724739	619783	723534	706203	165	469	475	473	652	328	162	164	675	0	412	431	32	198	5	433	627	667	787	388	265	430	283	474	7	471	656	502	8	5	451	0	772	267	667	125	161	459	665	775	498	166	413	777	651	691	487	547	747	269	668	427	653	3	472	200	296	682	0	371	387	669	5	664	481	337	267	468	669	428	428	236	475	474	0	0	480	165	423	426	3	320	269	425	431	0	478	467	430	477	1	168	474	478	550	473	429	653	747	662	467	626	417	613	671	595	7	468	670	1	674	2	239	567	540	1	165	418	4	5	478	660	480	469	611	472	658	292	2	4	456	534	468	471	7	547	664	344	468	603	470	470	681	493	2	470	6	479	451	463	166	424	1	164	686	780	369	6	2	477	6	2	163	471	667	1	771	459	1	0	544	168	374	662	415
NC_063236.1	7000001	792772	791903	792018	792080	767619	789795	791099	790076	791253	790729	789682	764507	791777	110786	523438	788957	791919	786729	790894	792042	419916	374552	790737	474106	790799	789587	791022	790415	791042	743077	719190	790227	419659	768828	341085	790506	186357	790627	790371	791082	789043	790591	790659	790664	791087	790300	790869	789548	692580	789628	467705	790170	791666	790643	780497	790866	637776	576120	791133	788195	458521	564018	791327	765795	790893	791937	352226	457869	791793	791017	791621	792000	411088	791482	791249	428013	789881	792017	788824	791789	688040	790728	454675	563096	790485	791492	792134	792023	789236	792208	792022	792077	791849	792041	792377	788136	791987	792001	779239	781136	791347	781524	792290	789367	787952	791440	693260	789998	767048	709825	764443	791516	789700	483679	643321	790304	769651	786806	597289	700844	765946	790792	790930	791274	792527	787294	791218	791142	438566	792407	608227	789833	772045	791561	791026	783456	790252	790658	759921	790707	711263	791863	782705	792034	790506	790866	791858	737723	791975	788234	788359	791072	791456	791809	791780	792078	791374	707122	785518	791283	788720	779653	755499	789451	765715	788353	789727	771654	791011	701671	786825	782801	789831	708476	789908	779020	604	223	239	403	393	15	592	595	406	0	230	563	48	288	17	561	373	633	465	195	174	399	270	216	17	219	399	625	16	17	217	0	454	168	624	88	598	236	409	454	630	590	544	454	552	619	601	563	446	255	626	560	409	2	406	465	246	641	0	195	202	402	15	403	418	183	112	238	365	407	554	166	359	410	0	0	419	600	561	555	0	267	145	546	551	0	415	406	556	226	0	591	239	240	570	241	563	400	434	404	483	227	399	534	416	357	53	230	393	0	396	0	82	312	527	0	563	387	48	15	239	414	358	241	372	236	262	115	2	0	402	532	234	231	47	557	392	161	384	370	410	236	421	566	0	239	14	220	353	386	589	561	0	599	642	457	503	15	0	221	14	0	587	227	391	0	450	235	3	0	550	591	499	397	202
NC_063236.1	8000001	645267	642954	642921	642692	633950	640134	641935	640001	641891	642532	640180	486626	643038	133486	456998	640361	643337	635059	640862	643094	377350	412063	641454	393594	641131	641419	641018	639806	641829	631586	438836	640071	151340	628901	407641	641021	276419	640666	640622	641775	640707	640975	640684	640767	641911	640440	640649	640322	395039	639972	366982	640770	642643	640369	625075	640610	89265	394829	642403	639788	334120	414040	643014	581889	642522	643349	342844	400712	642927	642749	642683	643392	386354	642921	642829	367353	643056	643703	641270	642433	274746	641351	351505	315408	640730	641465	643355	642680	639744	643313	642274	643288	642348	642903	643585	635007	642561	642278	628368	635494	643519	629011	644053	640940	637552	642397	538911	641790	613003	499375	626819	643535	639775	471160	602266	642316	619836	638220	484603	548264	630428	642964	642765	642682	644576	637713	642533	642459	513086	644221	512573	641396	599738	642670	641967	626323	641767	641987	595279	642871	565130	643485	632121	644497	642141	643275	643411	592826	643640	638735	640206	641559	643291	643154	642777	643959	642908	494976	640969	642322	642801	628012	615121	641291	625203	640031	641270	611702	642497	554561	635884	639156	641564	467562	642716	625466	730	375	210	685	761	301	632	648	790	0	143	799	84	427	328	740	719	806	777	414	375	343	396	290	339	296	820	726	308	168	289	170	678	287	764	301	641	485	733	772	812	633	677	764	596	156	700	532	735	346	728	788	732	219	492	122	2	738	0	198	388	777	316	418	686	341	142	188	203	240	729	369	674	627	1	0	473	767	685	339	211	359	133	648	508	167	688	693	587	298	190	711	52	212	714	209	784	671	421	774	468	268	351	566	838	602	837	55	662	101	418	5	99	678	288	217	697	530	697	274	213	839	678	186	662	231	51	291	274	217	658	654	199	621	545	710	414	183	284	699	703	330	885	627	213	241	310	289	804	296	707	773	32	651	744	769	623	600	561	53	592	259	748	255	768	3	758	212	291	2	711	781	364	776	48
NC_063236.1	9000001	690776	688747	688641	689098	667597	685772	687858	686519	688258	687340	686018	619407	688569	113224	482078	685062	689024	680281	687650	689155	420500	381258	687313	461502	687042	686228	687261	686831	687774	660623	562290	686363	298672	665782	363368	687195	211852	686876	686531	687955	685889	687293	687418	686898	688177	686854	687091	685371	541126	686029	438465	687095	688402	687180	673618	686793	362115	492773	688597	684097	425941	489109	688575	651295	687957	688998	364397	465866	688531	688834	688888	689636	429390	688686	688721	419404	687606	689529	685969	688728	483549	687463	434544	443413	686860	688375	689045	688830	686322	688934	688289	689317	688793	689137	689606	683794	688882	688675	676086	681108	688362	677709	689359	686798	684547	687930	591410	686514	659208	583680	661615	688980	686514	524079	630963	687720	663179	683321	532946	603608	671593	687617	688905	689076	690042	683613	688164	688515	493869	689726	553076	686919	660464	688242	687337	678739	687730	687222	652001	688258	610573	689003	678904	690036	688162	688382	688999	630471	689212	685597	684243	687869	687896	689110	688759	689810	688722	574229	685918	688578	688090	675867	645887	687464	669398	685699	687119	671094	688523	610386	683065	682931	687937	566072	687018	674069	574	222	224	499	514	535	208	311	535	297	585	610	49	302	613	634	402	449	485	169	176	495	280	345	487	445	199	514	569	81	361	73	404	176	486	108	369	521	90	479	475	308	550	91	473	549	550	514	239	170	183	614	177	440	90	367	2	185	130	197	205	497	467	322	207	183	329	329	532	532	457	0	372	91	138	186	300	449	557	148	596	301	55	237	162	139	505	511	574	379	622	571	90	317	186	319	597	257	380	281	0	444	468	0	120	294	193	133	441	201	160	242	135	380	507	499	362	430	224	188	315	196	0	524	322	316	141	525	514	389	365	351	591	324	200	563	319	365	511	437	369	524	534	302	616	496	455	221	518	343	553	569	385	601	91	89	517	566	594	331	566	399	494	510	441	301	364	472	289	299	507	447	432	371	0
