chrom	window_start	sites_total	calls_AL101	calls_AL102	calls_AL103	calls_AL114	calls_AL119	calls_AL120	calls_AL121	calls_AL124	calls_AL125	calls_AL127	calls_AL129	calls_AL133	calls_AL134	calls_AL137	calls_AL138	calls_AL141	calls_AL142	calls_AL143	calls_AL146	calls_AL149	calls_AL153	calls_AL155	calls_AL156	calls_AL159	calls_AL160	calls_AL162	calls_AL166	calls_AL170	calls_AL173	calls_AL174	calls_AL175	calls_AL176	calls_AL177	calls_AL178	calls_AL180	calls_AL181	calls_AL182	calls_AL184	calls_AL185	calls_AL187	calls_AL189	calls_AL193	calls_AL196	calls_AL197	calls_AL199	calls_AL200	calls_AL201	calls_AL204	calls_AL207	calls_AL208	calls_AL209	calls_AL210	calls_AL213	calls_AL215	calls_AL216	calls_AL220	calls_AL223	calls_AL231	calls_AL238	calls_AL241	calls_AL242	calls_AL243	calls_AL244	calls_AL246	calls_AL254	calls_AL255	calls_AL256	calls_AL263	calls_AL266	calls_AL269	calls_AL272	calls_AL273	calls_AL274	calls_AL276	calls_AL278	calls_AL279	calls_AL283	calls_AL284	calls_AL288	calls_AL292	calls_AL300	calls_AL303	calls_AL304	calls_AL307	calls_AL309	calls_AL313	calls_AL32	calls_AL35	calls_AL75	calls_AL82	calls_AL86	calls_AL88	calls_AL91	calls_AL92	calls_AL95	calls_AL97	calls_AL99	calls_K1423	calls_K1461	calls_K1542	calls_K1544	calls_K1567	calls_K1579	calls_K1580	calls_K1583	calls_K1603	calls_K1606	calls_K1608	calls_K16100	calls_K1614	calls_K1617	calls_K1618	calls_K1623	calls_K1627	calls_K1632	calls_K1640	calls_K1650	calls_K1660	calls_K1663	calls_K1665	calls_K1669	calls_K1672	calls_K1680	calls_K1684	calls_K1693	calls_K1696	calls_K17007	calls_K17008	calls_K17010	calls_K17013	calls_K17014	calls_K17025	calls_K17028	calls_K17030	calls_K17032	calls_K17033	calls_K17034	calls_K17035	calls_K17037	calls_K17040	calls_K17042	calls_K17044	calls_K17045	calls_K17048	calls_K17052	calls_K17053	calls_K17056	calls_K17062	calls_K17064	calls_K17073	calls_K17077	calls_K17078	calls_K17081	calls_K17083	calls_K17087	calls_K17091	calls_K17094	calls_K17098	calls_K17099	calls_K17101	calls_K17102	calls_K17103	calls_K17104	calls_K17106	calls_K18010	calls_K18017	calls_K18019	calls_K18022	calls_K18034	calls_K18078	calls_K18083	calls_K18084	calls_K18091	calls_K19018	calls_K19019	hets_AL101	hets_AL102	hets_AL103	hets_AL114	hets_AL119	hets_AL120	hets_AL121	hets_AL124	hets_AL125	hets_AL127	hets_AL129	hets_AL133	hets_AL134	hets_AL137	hets_AL138	hets_AL141	hets_AL142	hets_AL143	hets_AL146	hets_AL149	hets_AL153	hets_AL155	hets_AL156	hets_AL159	hets_AL160	hets_AL162	hets_AL166	hets_AL170	hets_AL173	hets_AL174	hets_AL175	hets_AL176	hets_AL177	hets_AL178	hets_AL180	hets_AL181	hets_AL182	hets_AL184	hets_AL185	hets_AL187	hets_AL189	hets_AL193	hets_AL196	hets_AL197	hets_AL199	hets_AL200	hets_AL201	hets_AL204	hets_AL207	hets_AL208	hets_AL209	hets_AL210	hets_AL213	hets_AL215	hets_AL216	hets_AL220	hets_AL223	hets_AL231	hets_AL238	hets_AL241	hets_AL242	hets_AL243	hets_AL244	hets_AL246	hets_AL254	hets_AL255	hets_AL256	hets_AL263	hets_AL266	hets_AL269	hets_AL272	hets_AL273	hets_AL274	hets_AL276	hets_AL278	hets_AL279	hets_AL283	hets_AL284	hets_AL288	hets_AL292	hets_AL300	hets_AL303	hets_AL304	hets_AL307	hets_AL309	hets_AL313	hets_AL32	hets_AL35	hets_AL75	hets_AL82	hets_AL86	hets_AL88	hets_AL91	hets_AL92	hets_AL95	hets_AL97	hets_AL99	hets_K1423	hets_K1461	hets_K1542	hets_K1544	hets_K1567	hets_K1579	hets_K1580	hets_K1583	hets_K1603	hets_K1606	hets_K1608	hets_K16100	hets_K1614	hets_K1617	hets_K1618	hets_K1623	hets_K1627	hets_K1632	hets_K1640	hets_K1650	hets_K1660	hets_K1663	hets_K1665	hets_K1669	hets_K1672	hets_K1680	hets_K1684	hets_K1693	hets_K1696	hets_K17007	hets_K17008	hets_K17010	hets_K17013	hets_K17014	hets_K17025	hets_K17028	hets_K17030	hets_K17032	hets_K17033	hets_K17034	hets_K17035	hets_K17037	hets_K17040	hets_K17042	hets_K17044	hets_K17045	hets_K17048	hets_K17052	hets_K17053	hets_K17056	hets_K17062	hets_K17064	hets_K17073	hets_K17077	hets_K17078	hets_K17081	hets_K17083	hets_K17087	hets_K17091	hets_K17094	hets_K17098	hets_K17099	hets_K17101	hets_K17102	hets_K17103	hets_K17104	hets_K17106	hets_K18010	hets_K18017	hets_K18019	hets_K18022	hets_K18034	hets_K18078	hets_K18083	hets_K18084	hets_K18091	hets_K19018	hets_K19019
NC_063221.1	1	755201	753768	754348	750281	738903	752222	753276	751283	753709	752608	752777	745594	753925	97715	436430	751617	751225	745432	753330	754248	351675	292987	749668	398622	752799	748970	753540	746966	748181	732969	722319	751342	716382	740381	279804	752713	147914	752572	752837	753287	751661	752449	752918	752019	753658	751847	753081	750833	690504	751358	389334	752483	753984	751731	746773	752951	684994	522228	753104	750701	387757	511705	753072	729019	752709	753978	288898	394239	754322	753513	753798	753760	340996	752715	753480	370468	752993	749709	751984	753446	703312	752427	375801	529006	752334	753124	754454	754297	751348	754176	753601	754366	754030	753984	751061	753210	754093	753999	740024	743550	753643	742615	754248	751773	749197	754042	658489	752820	732504	694165	722042	752637	750110	480337	598534	749730	732029	744699	546880	661344	726136	753208	753309	753783	754342	748738	753271	751018	373981	754507	572473	750547	735338	753705	752649	747127	750535	751796	725280	751993	673388	751939	741146	754297	751068	753434	748449	692317	753871	750106	750663	753222	752518	754107	753222	754401	752834	689123	749267	753069	752021	744520	717917	750161	732746	750878	750888	740808	745057	673640	748241	745278	752686	693635	750530	738967	3	397	637	398	261	555	540	551	419	515	621	511	32	161	392	419	252	408	619	107	143	646	123	274	642	540	634	1	6	7	387	543	551	131	267	39	544	418	520	553	545	277	266	555	413	3	548	501	415	93	304	3	522	356	392	312	240	279	389	227	15	3	618	564	549	145	211	554	542	618	541	168	537	3	120	552	643	605	387	234	323	120	1	540	386	541	511	389	579	512	398	3	531	643	424	556	420	363	611	189	370	4	613	511	572	476	268	552	239	584	495	326	238	361	499	375	3	439	456	569	560	415	420	421	540	555	496	218	624	422	29	405	612	552	260	508	557	356	493	170	575	636	275	487	268	637	3	533	262	605	268	547	330	406	420	3	451	545	635	548	542	406	496	515	28	270	410	533	483	265	396	565	513	412	243
NC_063221.1	1000001	839553	838722	839056	838753	836792	836593	838067	836671	838199	838385	838270	838052	838489	70005	443035	837222	838836	833402	837778	838996	366951	268855	838910	412221	837585	837762	837985	837309	838282	832699	825809	837492	835726	835683	223585	837477	95938	837495	837274	837978	837580	837636	837225	837275	838017	837233	837319	836504	813717	836372	452819	836977	838431	837606	835114	837554	835971	574089	838105	836933	434281	586029	838183	822618	836720	838783	302995	465287	838786	837807	838598	838936	385326	838457	838338	402753	838531	838828	837395	838477	822540	837206	428622	630051	837510	837826	839004	838898	836857	838721	838668	839038	838670	838744	839153	838390	838947	838570	829803	828230	837776	830957	838770	838719	836097	838219	734432	838333	814613	790279	802465	838068	837661	546066	657804	837761	817213	834214	625404	737848	810653	838512	838926	838208	839056	834613	837963	837831	403885	839063	638787	837004	828337	838094	837023	835856	838541	836252	820519	837672	751318	838780	829920	839202	837527	838766	838478	782765	838805	836445	837451	837932	838523	838698	838452	838998	838055	774016	831357	837581	836111	829271	801958	837938	809836	835997	836618	828820	837513	748861	834140	828480	837090	799925	836916	830203	0	609	790	601	380	602	591	601	612	660	403	656	22	194	825	612	367	605	690	234	120	653	233	690	778	725	751	108	2	1	594	555	695	112	386	22	705	716	782	663	542	543	374	664	602	3	535	516	602	116	745	2	780	776	595	768	287	701	820	264	110	330	742	15	164	36	266	665	707	399	401	193	392	329	163	745	796	361	813	387	745	220	0	391	815	794	654	586	837	655	605	0	792	796	589	551	735	659	730	585	652	135	686	382	770	8	395	11	361	699	14	760	78	249	633	582	321	493	602	642	671	632	707	613	15	658	681	257	404	459	236	606	348	14	391	653	13	622	641	1	269	770	396	513	394	763	2	786	270	676	381	650	763	595	630	324	479	531	780	165	532	582	587	739	237	390	609	632	562	387	562	447	523	726	373
NC_063221.1	2000001	772110	770403	770776	771301	769209	769127	769859	767819	769590	770857	770457	770609	770445	48002	266195	770744	770760	768512	770317	771354	109393	149225	766364	152795	769713	770601	770424	767616	770229	767782	769354	769026	770774	768508	123153	770312	53845	770001	770237	769208	770431	764325	769368	768696	770550	768940	770378	764015	768739	768841	201855	769816	771136	768620	770825	764749	769528	361451	769727	770240	188945	346219	765341	762231	768182	766237	116565	168261	771627	769394	770336	771261	115092	770570	769950	208106	771209	770806	770652	770974	766707	769107	162309	416094	769995	770560	771202	771224	768000	770904	771414	771453	770595	771353	771501	770608	770943	771278	762690	733492	769589	764104	770406	770855	766101	770315	578626	770543	717438	719905	663271	765600	768658	318030	401201	768727	737120	756760	382416	552555	691203	770345	771104	768450	771134	765995	769901	770093	124060	771599	410371	765726	756041	770120	768110	768432	769431	767924	759815	768127	618323	768601	751994	769930	763085	771211	765122	666170	770639	766403	769624	770335	770723	771147	771022	771577	769263	694502	731786	767076	743082	738308	755531	769765	673653	764997	763174	739069	765060	576983	757013	733315	763279	730882	763077	754349	7	280	725	277	660	282	385	603	659	911	690	903	7	159	664	745	665	734	693	5	68	1	65	3	416	683	396	614	738	748	277	284	705	59	668	39	683	653	406	900	1	3	581	892	737	2	1	274	722	109	672	4	405	699	1	680	195	5	813	113	76	13	794	742	0	64	99	901	682	681	699	26	678	274	118	692	405	674	745	649	663	79	290	686	647	726	899	267	753	905	279	280	853	730	876	279	743	652	767	631	6	595	703	840	851	476	688	14	570	610	6	730	196	299	845	186	260	344	429	559	105	664	4	419	8	889	630	77	692	286	252	689	658	3	697	864	736	623	820	569	7	799	682	2	694	244	16	409	852	692	680	673	694	697	656	276	565	1	389	0	4	630	677	352	270	659	668	391	449	646	779	265	3	806	617
NC_063221.1	3000001	707166	705957	706777	706215	705619	703735	705806	704187	705623	706413	706173	706254	706338	48602	288292	705353	704526	702687	702733	706305	183100	166340	705987	245747	702275	706211	705227	704756	705968	704653	705629	705536	706508	702610	133717	705046	52811	704360	704448	705718	705467	704932	701079	703775	705471	701040	701806	703961	705194	699343	269894	704363	703397	705248	705181	704973	706221	421293	703659	705467	296632	428092	705450	702396	704425	706249	166969	244950	706520	705298	705871	706106	168569	706087	706040	283568	706298	706027	705671	703710	705115	703862	218070	497061	705204	705110	706632	706217	704986	704170	706137	706780	706738	706409	706658	704860	706633	704213	696723	683328	704042	693615	705769	705351	702234	705613	595261	705729	678409	680492	646529	699143	699110	358230	459911	703731	685231	695828	434286	584405	655572	705569	705334	703431	706950	696816	705293	704337	169398	706624	464784	702944	696311	705052	700746	703381	704225	703200	693062	703495	609126	703939	697468	706207	702792	706365	705658	640056	706397	701710	705218	705577	704889	706162	706084	706178	704960	666906	689549	704065	698298	691543	689523	703626	658674	702759	703747	689307	702988	595071	700437	686697	702735	684672	701429	694017	8	619	737	613	754	614	709	610	776	747	752	745	19	60	765	237	736	228	748	101	83	4	116	426	622	736	598	613	715	736	594	621	233	83	762	24	746	740	609	753	2	1	555	734	225	4	4	614	227	152	727	2	608	732	2	747	286	423	806	179	221	4	773	717	3	101	166	745	736	732	746	126	744	605	49	786	7	761	378	768	752	126	379	732	749	742	734	598	374	734	618	616	806	746	666	618	377	686	741	736	393	563	743	767	800	535	783	5	695	4	7	363	236	354	784	735	565	384	557	644	8	755	420	613	5	721	750	134	745	412	594	224	741	3	776	802	709	665	777	599	5	772	775	4	783	6	3	610	691	745	738	766	747	731	759	598	653	4	6	4	5	758	735	554	577	759	225	583	6	748	682	597	2	767	678
NC_063221.1	4000001	794163	793379	793552	793475	791594	791144	792731	791640	792746	793017	792754	793591	793210	67784	406332	792235	793277	788535	792405	793292	247918	246158	793049	318884	791747	792906	792486	791774	792857	791250	791941	791746	792497	792439	198215	792356	87277	792043	792031	792513	792198	791928	791538	791306	792506	791509	792237	791273	790476	790524	351799	791895	793056	792156	791109	791716	793242	509451	792535	792160	337688	525442	792710	788969	791899	793189	207520	333365	793523	792199	793163	793311	241888	792855	792939	315709	793382	793810	792881	793317	793055	791638	304059	600407	792458	792532	793592	793458	791900	793498	793459	793623	793421	793493	793764	793105	793506	793269	785577	778045	792530	786442	793387	792869	790894	792710	690962	793132	772564	765667	742672	791950	791723	415227	534441	792411	775733	787446	536883	682991	754211	793252	793550	792405	793814	789827	792622	792302	229419	793714	562316	791462	785926	792815	791932	791993	793204	791502	779831	792186	706518	793264	785529	793509	791614	793490	792939	737702	793301	791365	791769	792567	793183	793204	793120	793807	792694	754071	784371	792180	788381	782344	768461	792026	761339	790238	791606	782115	792103	703142	788431	779352	790988	773324	790695	782945	110	605	816	615	650	603	709	500	762	835	628	727	29	113	897	398	711	389	573	103	82	95	144	446	628	564	501	508	835	820	483	585	389	94	663	40	723	752	502	396	111	815	630	819	476	730	1	599	474	160	610	856	502	672	80	624	273	927	755	193	251	0	715	718	106	109	182	722	708	568	731	101	619	605	57	677	0	667	789	674	646	179	441	726	870	728	723	495	792	725	609	507	644	840	888	510	797	518	609	654	852	758	674	617	734	669	783	101	626	130	1	59	206	426	629	712	579	336	434	603	0	905	936	627	103	804	742	119	622	349	486	380	754	1	794	750	800	573	712	722	107	740	675	0	677	2	3	594	688	657	657	660	720	567	906	501	505	112	119	110	99	718	700	474	489	758	472	499	86	735	731	577	87	634	523
NC_063221.1	5000001	357991	357426	357619	357670	355309	356751	357231	356544	357467	357214	357162	357810	357532	32731	203365	357045	357817	355861	357174	357803	115843	126783	357317	143922	356932	357155	357198	356936	357556	355790	356558	357077	356199	357249	98789	357259	40444	356886	356736	357309	357191	357032	355715	356338	357079	356675	354661	356847	355418	356361	148106	356947	356418	357225	355727	356860	357685	239117	357030	356751	147528	223409	357525	352350	356778	357293	93939	142875	357634	356556	357501	357393	110490	357546	357082	132332	357444	357755	357302	355051	356831	356730	147221	252323	357143	357151	357740	357721	356759	355092	357693	357774	357777	357728	357726	356863	357731	355139	353647	349779	357128	353783	357447	356976	355829	357288	299675	356834	343511	340373	332750	354559	353984	197927	244704	356887	346804	353211	236775	304091	337295	357543	357144	356506	357650	353675	357009	356794	108534	357802	240777	356533	352399	357081	354642	355667	356598	356410	349453	356754	314812	356887	352436	357605	357063	357602	357609	325136	357561	355616	356689	357218	357321	357414	357600	357569	357253	332264	351753	356700	354541	350810	342609	356610	337687	356123	356170	351183	356367	302210	354366	350293	356251	345254	356400	352051	8	8	243	4	157	12	234	0	174	245	237	237	17	94	243	257	162	251	165	61	34	8	61	247	6	165	0	0	246	252	0	3	254	56	161	14	270	260	0	254	7	185	254	245	258	187	0	6	253	34	231	188	0	238	9	237	81	225	245	36	3	0	234	229	13	30	54	237	245	161	275	7	252	7	3	166	0	262	185	164	163	56	116	270	243	236	237	1	189	236	6	0	237	247	191	0	188	155	223	261	218	276	182	224	241	189	178	24	136	16	0	0	44	159	235	242	25	80	116	162	0	259	222	11	17	245	185	32	238	90	0	236	266	0	188	260	238	177	243	215	25	241	166	0	166	0	4	10	222	170	172	163	245	165	255	0	139	24	13	21	13	172	264	0	0	177	257	0	16	168	262	18	11	231	152
NC_063221.1	6000001	238224	237960	238000	237966	237364	237070	237595	237263	237780	237564	237497	237907	237946	21797	136538	237313	237991	236219	237660	238024	116172	79394	237835	129378	237451	237328	237614	237368	237834	235670	236136	237354	233950	237531	66006	237467	31321	237520	237757	237759	237497	237418	237328	236941	237479	237385	237518	237260	235742	237033	138308	237475	237801	237343	235814	237192	237318	169092	237656	237043	132056	183645	237842	234861	237664	237909	81172	153571	238005	237570	237980	237886	130251	237805	237867	114098	237707	238056	237682	237934	235330	237557	147705	194271	237335	237486	237957	237977	237414	237994	237911	237992	237816	237893	238030	237820	237933	237889	235180	236256	237746	234859	237828	237810	237394	237678	215447	237701	233428	225664	231035	237926	237593	158318	199883	237718	233206	236598	192323	219614	231440	237596	237903	237530	237995	236826	237523	237558	127276	237999	193939	237545	234359	237688	237571	236721	237709	237516	230970	237500	221272	237785	234884	238154	237682	237700	237657	224609	238000	237249	237263	237597	237943	237926	237850	238082	237667	222168	236656	237660	237439	235170	226802	237514	232440	237169	237880	234620	237573	218483	237188	236174	237471	229285	237587	235271	0	2	140	1	49	1	141	1	50	143	145	142	9	48	143	146	43	146	50	39	11	1	45	140	1	51	1	2	142	144	1	1	146	22	48	5	152	152	1	143	1	14	147	141	139	16	1	3	139	18	137	16	1	134	1	144	35	146	142	28	0	0	141	141	0	21	33	143	143	50	155	2	154	1	4	50	1	153	15	49	49	62	99	158	140	142	143	2	17	143	1	0	145	142	15	1	16	47	141	150	131	150	50	138	143	121	50	0	46	1	0	0	23	106	139	140	2	40	45	48	0	141	147	1	0	139	47	22	145	38	1	144	151	0	48	140	139	39	141	131	0	140	50	0	50	1	0	1	140	51	50	50	139	49	144	1	45	1	1	0	1	48	149	1	1	50	142	0	0	48	149	1	1	139	46
NC_063221.1	7000001	835601	834684	835041	834931	833340	832298	833890	832684	833825	834089	834673	834068	833973	66262	351421	833777	834767	830066	833726	834867	325234	219642	834946	363344	833414	834207	833783	832790	834359	830471	820948	833236	819297	832098	176686	833124	69779	833328	833381	833955	833770	833508	833241	833041	834044	832986	833425	832284	825782	832090	421878	832977	834688	833645	829938	833573	833029	513220	833612	833224	382126	559758	834186	823870	833120	834587	253269	447107	834843	833622	834565	834803	360898	834489	834131	329323	834916	834931	834032	834555	825431	832902	417176	639082	833652	834012	834744	834750	833071	834921	834722	834954	834893	834852	835127	834789	834829	834683	825313	821549	833967	825148	835082	834147	831261	834419	730139	834103	813251	789532	790834	833852	832698	471824	632283	833592	811878	829424	615527	728684	799293	834816	834734	833911	835139	830820	834071	833962	367426	835139	631118	832553	823178	834145	833145	831403	833839	833277	815378	833756	748592	834899	824630	834887	833695	835138	834639	779299	834834	831650	833363	834004	834403	834714	834513	835081	833921	768555	825550	833838	830161	823060	797511	833590	795957	830748	833101	820154	832989	727718	829718	822237	831903	803120	832000	823507	0	3	340	4	526	2	335	2	573	343	343	338	15	146	341	555	541	537	571	147	92	3	94	537	3	558	3	2	334	531	2	4	546	31	559	42	388	389	2	550	2	294	384	340	541	289	2	3	537	171	338	298	2	329	2	345	257	486	343	162	6	0	327	334	1	48	220	340	338	561	393	4	396	4	0	574	1	391	293	562	551	121	221	392	532	341	339	5	296	336	3	3	338	339	295	2	295	518	323	380	446	392	573	322	337	90	569	2	510	3	0	0	178	218	332	327	4	365	459	522	0	342	490	4	2	334	552	180	341	375	3	534	382	0	555	339	334	461	332	288	1	340	570	0	572	2	2	4	333	565	563	560	343	570	343	3	498	67	1	2	68	544	382	3	3	566	544	3	0	555	376	4	2	332	525
NC_063221.1	8000001	820440	819737	819968	819838	810568	817630	819041	818094	819203	819388	819382	818396	819188	60372	376380	818895	819862	814949	819074	819931	286744	241076	819562	337530	818630	818933	819143	818274	819320	802673	785660	818241	816529	812822	205033	818726	101936	818694	818712	819127	818736	818740	818267	818093	819232	818262	818819	817767	771935	817727	372237	818187	819538	818714	815572	818713	816082	488397	818947	818148	333806	515837	819262	800297	818228	819702	246533	373004	819682	818508	819349	819943	313804	819483	819243	316063	819512	819993	818638	819646	794935	818325	345401	560471	818889	819237	820046	819880	818162	819806	819811	820080	819886	819927	820100	818991	819961	819714	808809	809219	819134	811720	819916	818628	816677	819454	710817	819221	799075	765630	783732	818904	818040	491773	612987	818372	802435	814932	580936	719721	789208	819757	819513	819292	820265	816137	819042	818834	344817	820078	597803	817849	806823	819221	818591	814891	819068	818522	797975	818754	738977	819586	811594	819981	818704	819658	819629	768802	819614	816919	818374	819137	819261	819758	819563	820043	819188	755563	812645	818743	816321	808083	787444	818381	785656	816854	817869	806337	818607	721087	814496	810841	817799	759695	817660	810494	111	1	423	67	632	66	481	66	440	488	491	489	28	193	487	653	419	645	442	186	66	1	159	640	1	439	1	68	473	622	199	1	635	102	358	29	558	558	64	648	1	498	437	481	644	494	1	1	638	143	476	502	67	454	1	489	174	320	487	146	1	0	473	479	67	115	162	566	479	433	571	1	565	1	1	442	67	577	502	433	431	154	295	565	646	428	485	1	504	487	1	0	425	430	498	1	505	393	467	553	298	457	436	452	485	0	439	0	396	2	0	0	153	354	481	473	1	285	364	396	275	488	324	66	0	482	431	147	489	285	1	630	567	0	431	481	472	361	476	445	0	483	440	0	440	1	0	66	468	432	434	429	487	432	489	1	391	472	66	64	479	417	561	65	1	431	638	0	0	432	436	0	1	477	396
NC_063221.1	9000001	815288	814820	814914	814953	807019	812600	813959	812851	813755	813794	813459	811980	813933	65150	318354	813530	814414	811980	813918	814725	164675	210231	813885	199481	813429	813692	813668	813028	814342	798738	795516	813582	809361	805146	176235	813616	89239	813421	813629	814078	813162	812393	813496	813299	814213	813264	813926	812646	790139	812684	224016	813105	814664	813738	813548	813764	811102	396805	813591	813124	217625	363913	814146	795676	812414	814648	161206	203954	814839	812843	813917	814782	161104	814017	814109	236568	814096	815060	813674	814735	796509	812729	206499	405612	813836	813724	814891	814801	813275	814608	814629	815084	814892	814678	814900	813415	814867	814852	804635	775771	812995	808130	814771	814517	812406	814170	589511	813972	752741	739922	690838	811483	813832	315088	407613	814070	777303	805030	395944	572712	733869	814169	815077	811687	815050	811600	813858	813609	170118	814902	419748	811923	797930	814034	812841	812135	814772	812078	801119	813338	651685	814655	794984	813650	813110	814086	814340	706581	814561	811337	812668	813965	814085	814705	814515	814988	813687	709933	777759	812812	790034	784326	799009	813531	710940	809688	806027	779879	810219	590044	800029	775808	808540	757139	807201	800311	587	37	585	8	344	8	572	31	475	71	605	603	21	94	590	357	451	349	506	67	69	0	2	352	39	354	39	32	558	335	499	31	341	77	579	28	9	9	8	357	0	577	71	583	350	573	0	38	351	59	599	591	8	592	0	592	150	473	614	66	7	0	570	560	33	86	70	360	607	498	35	0	33	39	0	478	8	3	586	442	489	22	241	33	358	590	609	0	590	588	0	39	584	591	570	0	589	459	557	8	447	47	506	587	137	1	476	1	385	1	0	0	115	129	593	537	32	194	287	418	479	589	471	590	1	578	464	58	614	184	38	332	2	0	475	610	566	438	594	467	0	572	500	0	509	0	2	587	551	504	504	498	607	499	591	39	387	564	8	565	562	462	32	480	38	490	334	35	0	464	47	35	0	588	454
